Feature ID	Wild-type - WT3_S9 (GE) - Expression values	Wild-type - WT3_S9 (GE) - Unique gene reads	Wild-type - WT3_S9 (GE) - Total gene reads
SAOUHSC_02257	11251	11251	11251
SAOUHSC_01936	216	216	216
SAOUHSC_01664	11950	11950	11950
SAOUHSC_01909	16626	16626	16626
rpmA	30718	30718	30718
SAOUHSC_02782	143	143	143
SAOUHSC_01614	34323	34323	34323
rplC	48933	48933	48933
SAOUHSC_00462	29464	29464	29464
SAOUHSC_01415	22352	22352	22352
SAOUHSC_01035	116675	116675	116675
SAOUHSC_00474	95867	95867	95867
SAOUHSC_01626	41708	41708	41708
SAOUHSC_01723	16048	16048	16048
SAOUHSC_01878	3967	3967	3967
SAOUHSC_T00059	183	0	183
SAOUHSC_00770	10	10	10
SAOUHSC_01715	12698	12698	12698
SAOUHSC_01266	37070	37070	37070
SAOUHSC_00485	10143	10143	10143
SAOUHSC_01074	4829	4829	4829
aspS	27908	27908	27908
ispD	26994	26994	26994
SAOUHSC_01933	9848	8992	9848
SAOUHSC_01912	4685	4685	4685
SAOUHSC_02282	435	435	435
SAOUHSC_00012	137	137	137
SAOUHSC_00946	14450	14450	14450
SAOUHSC_02849	50650	50650	50650
rpmG_1	14368	14368	14368
SAOUHSC_01320	1418	1418	1418
SAOUHSC_00945	10476	10476	10476
SAOUHSC_01944	136	136	136
SAOUHSC_01475	9784	9784	9784
SAOUHSC_03034	4138	4138	4138
SAOUHSC_01248	7516	7516	7516
SAOUHSC_01252	62223	62223	62223
SAOUHSC_01766	36617	36617	36617
SAOUHSC_01756	24505	24505	24505
SAOUHSC_01029	431667	431667	431667
valS	70486	70486	70486
truA	9209	9209	9209
SAOUHSC_02512a	30123	30123	30123
trmD	4029	4029	4029
SAOUHSC_01742	29398	29398	29398
SAOUHSC_01624	14366	14366	14366
SAOUHSC_00937	51846	51846	51846
SAOUHSC_01588	5962	5962	5962
SAOUHSC_00415	866	866	866
SAOUHSC_00905	44700	44700	44700
rplL	29419	29419	29419
leuS	62013	62013	62013
SAOUHSC_00018	46481	46481	46481
SAOUHSC_T00013	1100	0	1100
SAOUHSC_02102	28473	28473	28473
SAOUHSC_00123	1431	1431	1431
SAOUHSC_02906	1870	1870	1870
SAOUHSC_01265	8941	8941	8941
SAOUHSC_01662	28535	28535	28535
SAOUHSC_00234	6967	6967	6967
SAOUHSC_02267	11384	11384	11384
SAOUHSC_02155	5551	5551	5551
SAOUHSC_00917	780	780	780
SAOUHSC_01791	18183	18183	18183
SAOUHSC_02122	23260	23260	23260
SAOUHSC_01070	6134	6134	6134
SAOUHSC_02416	1	1	1
SAOUHSC_01812	15213	15213	15213
SAOUHSC_02978	41494	41494	41494
SAOUHSC_00860	21549	21549	21549
SAOUHSC_00802	9460	9460	9460
SAOUHSC_02356	2442	2442	2442
SAOUHSC_02244	15960	15960	15960
eno	560417	560417	560417
SAOUHSC_02850	12001	12001	12001
SAOUHSC_02784	958	958	958
SAOUHSC_00228	88063	88063	88063
SAOUHSC_02286	371	371	371
SAOUHSC_02280	1361	1361	1361
SAOUHSC_00558	2090	2089	2090
SAOUHSC_00530	1287907	1287907	1287907
nsaS	8218	8218	8218
SAOUHSC_01193	78102	78102	78102
glmM	45290	45290	45290
SAOUHSC_01699	10862	10862	10862
SAOUHSC_00598	426	426	426
SAOUHSC_00628	12066	12066	12066
SAOUHSC_02331	2497	2497	2497
SAOUHSC_01175	19474	19474	19474
SAOUHSC_01337	176617	176617	176617
SAOUHSC_01583	7373	7373	7373
SAOUHSC_01322	1395	1395	1395
SAOUHSC_01087	439	419	439
SAOUHSC_03021	104	104	104
SAOUHSC_00188	1980	1980	1980
SAOUHSC_02350	124783	124783	124783
SAOUHSC_01383	30052	30052	30052
SAOUHSC_00416	7240	7240	7240
rpsI	69919	69919	69919
secA	65634	65634	65634
SAOUHSC_01022	2961	2961	2961
SAOUHSC_00246	1850	1850	1850
SAOUHSC_01058	19971	19971	19971
SAOUHSC_01679	18424	18424	18424
SAOUHSC_00834	20075	20075	20075
SAOUHSC_03008	820	820	820
SAOUHSC_01045	1007	1007	1007
uvrC	9628	9628	9628
pgi	174989	174989	174989
SAOUHSC_01179	33993	33993	33993
SAOUHSC_01826	26	26	26
SAOUHSC_00627	2140	2140	2140
SAOUHSC_01021	8830	8830	8830
SAOUHSC_00208	195	195	195
SAOUHSC_02706	5497	5497	5497
SAOUHSC_01854	85396	85396	85396
SAOUHSC_00658	12813	12813	12813
SAOUHSC_00400	1852	1852	1852
SAOUHSC_00580	677	677	677
SAOUHSC_00191	553	553	553
SAOUHSC_02349	57095	57095	57095
SAOUHSC_01730	17418	17418	17418
SAOUHSC_01670	9229	9229	9229
SAOUHSC_T00058	1528	490	1528
SAOUHSC_01249	21087	21087	21087
SAOUHSC_02836	3330	3330	3330
SAOUHSC_02124	5490	5490	5490
SAOUHSC_01141	7476	7476	7476
SAOUHSC_00023	17912	17912	17912
rpmH	13621	13621	13621
SAOUHSC_01474	9243	9243	9243
SAOUHSC_00901	2896	2896	2896
SAOUHSC_01735	11375	11375	11375
SAOUHSC_02123	19915	19915	19915
SAOUHSC_02786	4171	4171	4171
mutL	11015	11015	11015
SAOUHSC_01960	20523	20523	20523
SAOUHSC_00486	155289	155289	155289
SAOUHSC_01739	15462	15462	15462
SAOUHSC_01287	343628	343628	343628
SAOUHSC_01205	17276	17276	17276
thrS	67463	67463	67463
SAOUHSC_01164	12412	12412	12412
SAOUHSC_T00032	1837	1790	1837
SAOUHSC_03031	3749	3749	3749
rpoZ	6761	6761	6761
SAOUHSC_T00014	1040	0	1040
SAOUHSC_00503	18913	18913	18913
tsf	173957	173957	173957
SAOUHSC_00624	5638	5638	5638
SAOUHSC_02710	970	970	970
SAOUHSC_01696	15740	15740	15740
SAOUHSC_00458	696	696	696
SAOUHSC_T00012	1159	0	1159
rplK	62185	62185	62185
SAOUHSC_02768	284	284	284
rplU	32604	32604	32604
SAOUHSC_00061	2922	2922	2922
SAOUHSC_01979	4275	4275	4275
rplA	79756	79756	79756
SAOUHSC_01077	49557	49557	49557
SAOUHSC_01802	47340	47340	47340
SAOUHSC_01585	23909	23909	23909
SAOUHSC_02754	6151	6151	6151
SAOUHSC_01469	8086	8086	8086
SAOUHSC_01129	1644	1644	1644
ruvB	17471	17471	17471
queA	15733	15733	15733
SAOUHSC_00517	29559	29559	29559
SAOUHSC_00626	2595	2595	2595
SAOUHSC_01185	14275	14275	14275
SAOUHSC_01186	8762	8762	8762
SAOUHSC_00397	9996	9021	9996
SAOUHSC_00854	13323	13323	13323
SAOUHSC_01686	2034	2034	2034
SAOUHSC_00528	87303	87303	87303
SAOUHSC_00101	45051	45051	45051
SAOUHSC_01163	9045	9045	9045
SAOUHSC_02107	25061	25061	25061
rplJ	61227	61227	61227
SAOUHSC_02933	6369	6369	6369
SAOUHSC_00100	15058	11412	15058
SAOUHSC_00187	6257	6257	6257
SAOUHSC_02646	1672	1672	1672
SAOUHSC_01451	108	108	108
SAOUHSC_01925	64	64	64
SAOUHSC_00878	166624	166624	166624
SAOUHSC_00005	52631	52631	52631
SAOUHSC_00226	44563	44563	44563
SAOUHSC_T00048	1701	88	1701
SAOUHSC_00559	483	483	483
SAOUHSC_01645	10476	10476	10476
rbgA	3944	3944	3944
SAOUHSC_01240	46555	46555	46555
SAOUHSC_01099	21993	21993	21993
SAOUHSC_01349	6027	6027	6027
SAOUHSC_00994	214757	214757	214757
SAOUHSC_00122	1866	1866	1866
SAOUHSC_01406	8008	8008	8008
SAOUHSC_T00053	1675	0	1675
SAOUHSC_01187	30084	30084	30084
infC	23272	23272	23272
SAOUHSC_01652	55886	55886	55886
SAOUHSC_00671	91550	91550	91550
SAOUHSC_03032	2918	2918	2918
SAOUHSC_01601	17742	17742	17742
SAOUHSC_00354	594	594	594
SAOUHSC_01667	12514	12514	12514
rpoB	258673	258673	258673
SAOUHSC_02160	207	207	207
coaE	19320	19320	19320
SAOUHSC_02848	10267	10267	10267
rplT	20723	20720	20723
rpsL	81249	81249	81249
SAOUHSC_01221	265	265	265
engA	29774	29774	29774
SAOUHSC_02885	49796	49796	49796
SAOUHSC_01663	15662	15662	15662
SAOUHSC_00525	248432	248432	248432
SAOUHSC_01050	18208	18208	18208
SAOUHSC_00437	7456	7456	7456
SAOUHSC_00610	2395	2395	2395
SAOUHSC_00523	6468	6468	6468
SAOUHSC_02294	57	57	57
SAOUHSC_00680	695	695	695
SAOUHSC_01150	236128	236128	236128
smpB	7902	7902	7902
SAOUHSC_01857	115125	115125	115125
SAOUHSC_00676	14826	14826	14826
SAOUHSC_01182	3836	3836	3836
SAOUHSC_02412	2248	1530	2248
SAOUHSC_01658	8628	8628	8628
SAOUHSC_00685	5110	5110	5110
rplM	51270	51270	51270
SAOUHSC_02343	169948	169948	169948
SAOUHSC_00667	6883	6883	6883
SAOUHSC_00484	9937	9937	9937
SAOUHSC_00914	51	51	51
SAOUHSC_00851	109218	109218	109218
SAOUHSC_01612	24402	24402	24402
SAOUHSC_00625	20879	20879	20879
SAOUHSC_01510	259	259	259
SAOUHSC_02425	113930	113930	113930
SAOUHSC_01381	672	672	672
SAOUHSC_00022	34526	34526	34526
SAOUHSC_00551	7447	7447	7447
SAOUHSC_02746	220	220	220
rnhB	3315	3315	3315
SAOUHSC_00691	10466	10466	10466
SAOUHSC_01644	21793	21793	21793
SAOUHSC_00227	69524	69524	69524
SAOUHSC_01425	8313	8313	8313
era	20712	20712	20712
SAOUHSC_01587	11252	11252	11252
SAOUHSC_01299	3	3	3
SAOUHSC_02266	13	13	13
hemC	10205	10205	10205
SAOUHSC_01239	18715	18715	18715
SAOUHSC_00549	17744	17744	17744
SAOUHSC_02347	94390	94390	94390
SAOUHSC_01688	36261	36261	36261
SAOUHSC_02324	4692	4692	4692
SAOUHSC_00560	329	329	329
SAOUHSC_00557	716	716	716
SAOUHSC_01238	10848	10848	10848
SAOUHSC_00693	8396	8396	8396
SAOUHSC_00976	741	741	741
SAOUHSC_01207	35358	35358	35358
SAOUHSC_01171	2849	2849	2849
SAOUHSC_00302	3231	3231	3231
SAOUHSC_01460	10268	10268	10268
SAOUHSC_01697	16017	16017	16017
atpC	91768	91768	91768
SAOUHSC_00439	1460	1460	1460
SAOUHSC_01910	203999	203999	203999
SAOUHSC_01153	20116	20116	20116
SAOUHSC_02327	23408	23408	23408
SAOUHSC_01623	35587	35587	35587
SAOUHSC_00954	11566	11566	11566
SAOUHSC_T00061	161	0	161
SAOUHSC_T00011	230	0	230
SAOUHSC_T00021	955	0	955
SAOUHSC_00438	2086	2086	2086
SAOUHSC_00152	18580	18580	18580
SAOUHSC_00794	63618	63618	63618
SAOUHSC_T00046	202	163	202
tig	183876	183876	183876
SAOUHSC_00675	28746	28746	28746
SAOUHSC_01611	31842	31842	31842
SAOUHSC_02241	517	517	517
SAOUHSC_01431	30731	30731	30731
SAOUHSC_02574	23164	23164	23164
SAOUHSC_00803	46051	46051	46051
SAOUHSC_00827	1223	1223	1223
SAOUHSC_01744	7501	7501	7501
SAOUHSC_02273	14969	14969	14969
SAOUHSC_01245	4010	4010	4010
SAOUHSC_00849	99430	99430	99430
SAOUHSC_T00054	1630	0	1630
SAOUHSC_00529	417057	417057	417057
SAOUHSC_00353	67	67	67
SAOUHSC_00006	84719	84719	84719
SAOUHSC_02341	312888	312888	312888
SAOUHSC_01659	11576	11576	11576
SAOUHSC_01288	81	81	81
gatA	68988	68988	68988
SAOUHSC_02345	286289	286289	286289
SAOUHSC_T0003	518	0	518
SAOUHSC_00692	5956	5956	5956
SAOUHSC_00323	5436	5338	5436
SAOUHSC_01646	29381	29381	29381
SAOUHSC_01764	86	86	86
SAOUHSC_01958	2197	2197	2197
SAOUHSC_00505	122237	122237	122237
SAOUHSC_02530	245	245	245
thyA	16014	16014	16014
SAOUHSC_00929	75	75	75
SAOUHSC_01306	8	8	8
SAOUHSC_01269	15459	15459	15459
SAOUHSC_00955	1718	1718	1718
SAOUHSC_01271	5026	5026	5026
SAOUHSC_01063	13868	13868	13868
SAOUHSC_02278	1467	1467	1467
SAOUHSC_00399	117	117	117
SAOUHSC_01700	22057	22057	22057
SAOUHSC_00153	77859	77859	77859
rpmI	11933	11933	11933
SAOUHSC_00550	13038	13038	13038
SAOUHSC_01877	6655	6655	6655
SAOUHSC_00855	15658	15658	15658
ipk	10034	10034	10034
SAOUHSC_T0006	19	19	19
SAOUHSC_01046	1986	1986	1986
SAOUHSC_02384	2265	2265	2265
SAOUHSC_T00022	752	0	752
rpsU	40892	40892	40892
SAOUHSC_00793	10004	10004	10004
SAOUHSC_02534	2761	2698	2761
SAOUHSC_01270	4631	4631	4631
SAOUHSC_01242	6722	6722	6722
polC	23555	23555	23555
SAOUHSC_01953	490	490	490
SAOUHSC_00896	8064	7840	8064
SAOUHSC_T00056	1713	1713	1713
SAOUHSC_01717	8773	8773	8773
SAOUHSC_00577	12020	12020	12020
SAOUHSC_01508	1814	1814	1814
gatC	18091	18091	18091
SAOUHSC_T00027	614	612	614
SAOUHSC_01184	12782	12782	12782
SAOUHSC_02873	17820	17820	17820
SAOUHSC_00569	29298	29298	29298
SAOUHSC_01412	4679	4679	4679
SAOUHSC_02681	451	451	451
SAOUHSC_02323	7711	7711	7711
SAOUHSC_01613	26653	26653	26653
SAOUHSC_01808	11243	11243	11243
SAOUHSC_00060	19640	19640	19640
SAOUHSC_01456	1040	1040	1040
SAOUHSC_01967	18771	18771	18771
SAOUHSC_02726	1968	1968	1968
SAOUHSC_00727	8563	8563	8563
SAOUHSC_02573	14489	14489	14489
groES	31811	31811	31811
SAOUHSC_T00055	1648	0	1648
SAOUHSC_T00025	688	0	688
SAOUHSC_00997	10553	10553	10553
pyrC	6412	6412	6412
pheT	38156	38156	38156
SAOUHSC_01432	55862	55862	55862
SAOUHSC_01031	1435	1435	1435
SAOUHSC_00578	18157	18157	18157
infB	39335	39335	39335
pyrG	27415	27415	27415
gatB	87114	87114	87114
SAOUHSC_02381	6358	6358	6358
SAOUHSC_00201	1784	1784	1784
SAOUHSC_00129	6736	6736	6736
pheS	13615	13615	13615
prfA	15095	15095	15095
SAOUHSC_00155	20389	20388	20389
SAOUHSC_01413	2488	2488	2488
SAOUHSC_02326	1545	1542	1545
SAOUHSC_01429	29560	29560	29560
SAOUHSC_T00033	2679	2679	2679
SAOUHSC_00850	40566	40566	40566
SAOUHSC_00822	1210	1210	1210
SAOUHSC_02752	3975	3975	3975
carB	16945	16945	16945
SAOUHSC_00729	8821	8821	8821
prmA	16490	16490	16490
SAOUHSC_02329	3692	3692	3692
SAOUHSC_01327	107525	107525	107525
SAOUHSC_00146	1492	1492	1492
SAOUHSC_01154	29405	29405	29405
SAOUHSC_01183	9163	9163	9163
SAOUHSC_00728	100436	100436	100436
SAOUHSC_02932	4117	4117	4117
SAOUHSC_02250	155	155	155
SAOUHSC_T00035	284	194	284
SAOUHSC_02113	3941	3941	3941
SAOUHSC_01584	4680	4349	4680
SAOUHSC_01049	4348	4348	4348
SAOUHSC_01770	466	466	466
SAOUHSC_02709	547	547	547
SAOUHSC_01361	15956	15956	15956
SAOUHSC_01430	49751	49751	49751
SAOUHSC_00717	4762	4762	4762
SAOUHSC_01618	25335	25335	25335
SAOUHSC_01761a	136	136	136
SAOUHSC_01843	2597	2597	2597
recU	24575	24575	24575
SAOUHSC_02769	176	176	176
SAOUHSC_00711	29070	29070	29070
SAOUHSC_00579	20029	20029	20029
SAOUHSC_00282	1607	1607	1607
SAOUHSC_02277	4671	4671	4671
SAOUHSC_01467	171330	171330	171330
nusA	17389	17389	17389
SAOUHSC_00688	24743	24743	24743
SAOUHSC_02358	10083	10083	10083
SAOUHSC_00902	5451	5451	5451
SAOUHSC_00099	5420	5420	5420
SAOUHSC_02360	8806	8806	8806
SAOUHSC_00903	7693	7693	7693
SAOUHSC_02108	5541	5541	5541
SAOUHSC_T00060	154	0	154
SAOUHSC_00897	17068	17068	17068
SAOUHSC_01272	11447	11447	11447
SAOUHSC_00341	183	183	183
SAOUHSC_01682	15586	15586	15586
SAOUHSC_00291	2061	2060	2061
SAOUHSC_01716	15896	15896	15896
gmk	20262	20262	20262
SAOUHSC_01809	11694	11694	11694
SAOUHSC_T00030	1423	1394	1423
SAOUHSC_00340	221	221	221
SAOUHSC_00912	45686	45686	45686
SAOUHSC_T00036	3955	3710	3955
SAOUHSC_01169	5511	5511	5511
SAOUHSC_02251	47	47	47
SAOUHSC_01307	553	553	553
SAOUHSC_01810	15965	15965	15965
SAOUHSC_01359	25077	25077	25077
SAOUHSC_00957	4968	4968	4968
SAOUHSC_00689	19114	19114	19114
SAOUHSC_00396	14	14	14
def	17089	17089	17089
SAOUHSC_01513	1859	1859	1859
SAOUHSC_02264	35808	35808	35808
SAOUHSC_00646	3264	3264	3264
SAOUHSC_T00037	636	442	636
SAOUHSC_T0005	146	146	146
SAOUHSC_02325	1340	1337	1340
SAOUHSC_02855	5511	5511	5511
SAOUHSC_01244	3273	3273	3273
SAOUHSC_02243	230	230	230
SAOUHSC_02175	2141	2141	2141
SAOUHSC_T00010	884	0	884
SAOUHSC_01684	66994	66994	66994
SAOUHSC_02364	10538	10538	10538
SAOUHSC_02571	27203	27203	27203
SAOUHSC_02968	205	205	205
SAOUHSC_01121	826	826	826
SAOUHSC_T00018	898	111	898
SAOUHSC_01512	1486	1486	1486
SAOUHSC_00236	7897	7897	7897
SAOUHSC_02330	3487	3487	3487
SAOUHSC_00128	5906	5906	5906
SAOUHSC_02316	26288	26288	26288
SAOUHSC_00336	86142	86142	86142
SAOUHSC_T00050	68	68	68
SAOUHSC_00293	1706	1706	1706
SAOUHSC_02892	1318	1318	1318
SAOUHSC_02265	30436	30436	30436
SAOUHSC_T0008	853	0	853
SAOUHSC_00121	1428	1428	1428
SAOUHSC_03006	44605	44605	44605
SAOUHSC_T00031	406	406	406
SAOUHSC_01275	62435	62435	62435
SAOUHSC_02893	1365	1365	1365
SAOUHSC_02394	3	3	3
SAOUHSC_T0009	889	0	889
SAOUHSC_02279	2812	2812	2812
SAOUHSC_01763	75	75	75
ribH	1762	1762	1762
dnaK	241801	241801	241801
SAOUHSC_00235	3326	3326	3326
SAOUHSC_02176	70	70	70
SAOUHSC_02365	24350	24350	24350
thiE	3018	3018	3018
SAOUHSC_02389	5180	5180	5180
SAOUHSC_00127	3657	3657	3657
SAOUHSC_02397	3004	3004	3004
SAOUHSC_02583	10486	10486	10486
SAOUHSC_02720	3	3	3
SAOUHSC_T00028	87	0	87
SAOUHSC_00126	2049	2049	2049
SAOUHSC_00120	3257	3257	3257
SAOUHSC_02672	475	475	475
SAOUHSC_01780	9	9	9
groEL	174451	174451	174451
SAOUHSC_03024	7175	7175	7175
SAOUHSC_00097	2436	2436	2436
SAOUHSC_00857	208	208	208
SAOUHSC_02721	1644	1644	1644
SAOUHSC_00125	3609	3609	3609
SAOUHSC_01285	42442	42442	42442
SAOUHSC_01511	1202	1108	1202
SAOUHSC_00119	3226	3226	3226
SAOUHSC_01298	1	1	1
SAOUHSC_00292	2209	2209	2209
SAOUHSC_02283	28	28	28
glpK	79212	79212	79212
SAOUHSC_00038	124	124	124
SAOUHSC_02012	6254	6254	6254
SAOUHSC_01200	4791	4791	4791
SAOUHSC_R00010	570	0	570
SAOUHSC_01135	1162	1162	1162
SAOUHSC_R00016	4	0	4
SAOUHSC_02399	408090	408090	408090
SAOUHSC_02411	77	77	77
SAOUHSC_02629	4584	4584	4584
SAOUHSC_01889	5043	5043	5043
SAOUHSC_00118	2551	2551	2551
SAOUHSC_02332	3227	3227	3227
SAOUHSC_02100	4416	4416	4416
SAOUHSC_R0009	581	0	581
SAOUHSC_03033	4822	4822	4822
SAOUHSC_01838	70234	70234	70234
SAOUHSC_02099	11304	11304	11304
SAOUHSC_01199	55295	55295	55295
SAOUHSC_02840	6191	6191	6191
SAOUHSC_02388	2093	2093	2093
SAOUHSC_01972	34329	34329	34329
SAOUHSC_02975	36568	36568	36568
SAOUHSC_02976	24717	24717	24717
SAOUHSC_R0003	19778	478	19778
SAOUHSC_00870	13582	13582	13582
SAOUHSC_00411	9	9	9
SAOUHSC_01976	7	7	7
SAOUHSC_02857	3	3	3
SAOUHSC_T00057	1	0	1
SAOUHSC_00116	2445	2445	2445
SAOUHSC_01196	18734	18734	18734
SAOUHSC_00921	73300	73300	73300
SAOUHSC_R0001	20574	493	20574
SAOUHSC_01198	53435	53435	53435
SAOUHSC_01887	3922	3922	3922
SAOUHSC_00998	5815	5815	5815
SAOUHSC_00240	2009	2009	2009
SAOUHSC_02635	9822	9822	9822
SAOUHSC_00111	14	14	14
SAOUHSC_R0005	44	0	44
SAOUHSC_02841	11432	11432	11432
SAOUHSC_01278	36755	36755	36755
SAOUHSC_00871	2866	2866	2866
SAOUHSC_00114	1572	1572	1572
SAOUHSC_00115	2079	2079	2079
SAOUHSC_R0007	23286	643	23286
SAOUHSC_02839	14092	14092	14092
SAOUHSC_00639	1822	1822	1822
SAOUHSC_00239	5303	5303	5303
SAOUHSC_02333	6790	6790	6790
SAOUHSC_02630	1855	1855	1855
SAOUHSC_00356	34451	34451	34451
SAOUHSC_01136	1298	1298	1298
SAOUHSC_01888	1767	1767	1767
SAOUHSC_00241	3160	3160	3160
SAOUHSC_R00013	5	0	5
SAOUHSC_00117	4340	4340	4340
SAOUHSC_02098	8042	8042	8042
SAOUHSC_01197	43800	43800	43800
SAOUHSC_01736	66	66	66
SAOUHSC_R0004	6618	151	6618
SAOUHSC_R0008	27369	787	27369
SAOUHSC_T00019	2	0	2
SAOUHSC_T00049	204	204	204
SAOUHSC_T0007	27	5	27
SAOUHSC_00174	612	612	612
SAOUHSC_01794	55776	55776	55776
SAOUHSC_03023	23398	23398	23398
SAOUHSC_02805	0	0	0
SAOUHSC_00920	23663	23663	23663
SAOUHSC_01839	13657	13657	13657
SAOUHSC_02576	21152	21152	21152
SAOUHSC_R00015	3	0	3
SAOUHSC_00872	33191	33191	33191
SAOUHSC_00154	4	4	4
SAOUHSC_01760	2127	2127	2127
SAOUHSC_A02811	0	0	0
SAOUHSC_R00014	4	0	4
SAOUHSC_00869	33377	33377	33377
SAOUHSC_02866	14256	14256	14256
SAOUHSC_01844	2	2	2
SAOUHSC_01761	1470	1470	1470
SAOUHSC_01005	11108	11108	11108
SAOUHSC_01068	2	2	2
SAOUHSC_02115	1	1	1
SAOUHSC_T00017	0	0	0
SAOUHSC_02745	7	7	7
SAOUHSC_R00012	3	0	3
SAOUHSC_02717	1	1	1
SAOUHSC_00561	1209	1209	1209
SAOUHSC_00737	1	1	1
SAOUHSC_00772	0	0	0
SAOUHSC_01339	1	1	1
SAOUHSC_01853	1	1	1
SAOUHSC_02838	3	3	3
SAOUHSC_02872	253	253	253
SAOUHSC_00243	1	1	1
SAOUHSC_01402	0	0	0
SAOUHSC_01963	0	0	0
SAOUHSC_02953	3767	3767	3767
SAOUHSC_02954	1168	1168	1168
SAOUHSC_03041	161	161	161
SAOUHSC_3042a	111	51	111
SAOUHSC_00355	93	93	93
SAOUHSC_03040	1542	1342	1542
SAOUHSC_03042	97	83	97
SAOUHSC_03037	940	940	940
SAOUHSC_03036	616	616	616
SAOUHSC_03037a	22	14	22
SAOUHSC_00108	1	1	1
SAOUHSC_00387	0	0	0
SAOUHSC_00583	0	0	0
SAOUHSC_00677	0	0	0
SAOUHSC_00778	0	0	0
SAOUHSC_00809	0	0	0
SAOUHSC_00867	0	0	0
SAOUHSC_00967	0	0	0
SAOUHSC_01003	1	1	1
SAOUHSC_01109	1	1	1
SAOUHSC_01883	0	0	0
SAOUHSC_01934	0	0	0
SAOUHSC_02069	0	0	0
SAOUHSC_02105	0	0	0
SAOUHSC_02459	6	6	6
SAOUHSC_02634	0	0	0
SAOUHSC_02804	0	0	0
SAOUHSC_02890	0	0	0
SAOUHSC_02939	0	0	0
SAOUHSC_02948	5	5	5
SAOUHSC_02950	1	1	1
SAOUHSC_A01436	0	0	0
SAOUHSC_A02169	0	0	0
