Feature ID	Wild-type - WT3_S9 (GE) - Expression values	Wild-type - WT3_S9 (GE) - Unique gene reads	Wild-type - WT3_S9 (GE) - Total gene reads
SAOUHSC_02803	4973	4922	4973
SAOUHSC_02626	9277	9277	9277
SAOUHSC_00702	5077	5077	5077
SAOUHSC_01452	96	96	96
SAOUHSC_02640	376	376	376
SAOUHSC_02862	53113	53113	53113
SAOUHSC_00371	39662	39662	39662
SAOUHSC_01018	7383	7383	7383
SAOUHSC_01762	4857	4857	4857
SAOUHSC_02417	54704	54704	54704
SAOUHSC_01407	14805	14805	14805
SAOUHSC_02600	11339	11339	11339
SAOUHSC_01152	5033	5033	5033
SAOUHSC_02621	1015	1015	1015
SAOUHSC_00592	834	834	834
SAOUHSC_00010	405	405	405
SAOUHSC_01656	2811	2811	2811
SAOUHSC_00760	7459	7459	7459
SAOUHSC_00765	280	280	280
SAOUHSC_02669	5001	5001	5001
SAOUHSC_01991	621	621	621
SAOUHSC_02776	685	685	685
SAOUHSC_00179	8193	8193	8193
SAOUHSC_01479	2284	2284	2284
nusB	11163	11163	11163
ksgA	6436	6436	6436
SAOUHSC_00501	46288	46288	46288
SAOUHSC_01990	866	866	866
SAOUHSC_01947	1247	1247	1247
SAOUHSC_02891	1482	1482	1482
SAOUHSC_02961	8531	8531	8531
SAOUHSC_00821	4880	4880	4880
SAOUHSC_02424	2939	2939	2939
SAOUHSC_02713	648	648	648
SAOUHSC_02663	2243	2243	2243
SAOUHSC_00441	2190	2190	2190
SAOUHSC_02779	7964	7964	7964
SAOUHSC_02284	214	214	214
SAOUHSC_02698	16509	16501	16509
SAOUHSC_00358	77025	77025	77025
SAOUHSC_01096	3717	3717	3717
SAOUHSC_00868	496	496	496
SAOUHSC_00161	509	509	509
SAOUHSC_02615	2024	2024	2024
SAOUHSC_02687	3374	3374	3374
SAOUHSC_00582	717	717	717
SAOUHSC_00979	7796	7796	7796
nrdF	34090	34090	34090
SAOUHSC_02816	4915	4915	4915
SAOUHSC_02879	9496	9496	9496
SAOUHSC_00092	1088	1088	1088
SAOUHSC_02597	17758	17758	17758
SAOUHSC_00928	128	128	128
SAOUHSC_00567	5599	5599	5599
SAOUHSC_01609	18601	18598	18601
SAOUHSC_01597	14262	14262	14262
SAOUHSC_01818	313313	313313	313313
SAOUHSC_00027	2701	1066	2701
SAOUHSC_00602	555	555	555
SAOUHSC_02632	5020	5020	5020
spxA	96693	96693	96693
SAOUHSC_00381a	50	50	50
SAOUHSC_00402	899	899	899
SAOUHSC_02774	10072	10072	10072
SAOUHSC_00192	1584	1584	1584
SAOUHSC_02628	4089	4089	4089
SAOUHSC_00386	145	144	145
SAOUHSC_01998	16359	16359	16359
SAOUHSC_01712	6626	6626	6626
SAOUHSC_01823	1293	1293	1293
SAOUHSC_02522	1793	1793	1793
SAOUHSC_01606	19572	19572	19572
SAOUHSC_01928	309	309	309
SAOUHSC_01711	9188	9188	9188
SAOUHSC_02845	6152	6152	6152
SAOUHSC_00124	716	716	716
SAOUHSC_01380	1155	1155	1155
SAOUHSC_00247	2806	2806	2806
SAOUHSC_02662	296	296	296
SAOUHSC_01314	2321	2321	2321
SAOUHSC_00732	25129	25129	25129
SAOUHSC_02125	8378	8378	8378
SAOUHSC_02962	7488	7488	7488
SAOUHSC_01837	10721	10721	10721
SAOUHSC_02815	163068	163068	163068
SAOUHSC_00898	1865	1865	1865
SAOUHSC_00684	453	453	453
SAOUHSC_02445	9541	9541	9541
SAOUHSC_02647	84935	84935	84935
SAOUHSC_00213	431	431	431
SAOUHSC_01332	8960	8960	8960
SAOUHSC_01864	7959	7959	7959
SAOUHSC_02373	3624	3624	3624
SAOUHSC_01845	641421	641421	641421
SAOUHSC_00429	3237	3237	3237
SAOUHSC_02249	1081	1081	1081
SAOUHSC_00642	14638	14638	14638
SAOUHSC_00614	5069	5069	5069
SAOUHSC_00784	12670	12670	12670
SAOUHSC_02301	50572	50572	50572
SAOUHSC_02554	26205	26205	26205
SAOUHSC_01840	2648	2647	2648
trpD	464	464	464
SAOUHSC_01758	4041	4041	4041
SAOUHSC_02791	2053	2053	2053
SAOUHSC_02656	2573	2573	2573
SAOUHSC_02690	10564	10564	10564
SAOUHSC_00755	4601	4601	4601
SAOUHSC_00285	14990	14990	14990
SAOUHSC_01219	764	764	764
SAOUHSC_R0006	10724	285	10724
lspA	1089	1089	1089
SAOUHSC_02929	63777	63777	63777
SAOUHSC_00284	8047	8047	8047
SAOUHSC_00726	3574	3574	3574
SAOUHSC_00703	9497	9497	9497
SAOUHSC_02751	10593	10593	10593
SAOUHSC_00960	13414	13414	13414
SAOUHSC_00150	323	323	323
SAOUHSC_02742	5389	5389	5389
SAOUHSC_02149	4417	4417	4417
SAOUHSC_00107	2403	2403	2403
SAOUHSC_00615	9001	9001	9001
SAOUHSC_02594	7369	7369	7369
SAOUHSC_02636	4464	4464	4464
SAOUHSC_02655	1	1	1
SAOUHSC_01591	6454	6454	6454
SAOUHSC_00816	1580	1580	1580
SAOUHSC_02627	22733	22733	22733
SAOUHSC_02958	424	424	424
SAOUHSC_01405	3223	3223	3223
SAOUHSC_02818	977	977	977
SAOUHSC_01783	495	495	495
SAOUHSC_02146	5167	5167	5167
SAOUHSC_A02189	2529	2527	2529
SAOUHSC_00405	7215	7215	7215
aroB	4167	4167	4167
SAOUHSC_00093	6484	6484	6484
SAOUHSC_01228	28060	28060	28060
SAOUHSC_01224	9917	9917	9917
SAOUHSC_02830	11795	11795	11795
SAOUHSC_02740	5119	5119	5119
SAOUHSC_02653	2653	2653	2653
SAOUHSC_00672	5024	5024	5024
SAOUHSC_00094	5521	5521	5521
SAOUHSC_00056	14843	14843	14843
SAOUHSC_00482	6581	6581	6581
SAOUHSC_00345	2525	2525	2525
SAOUHSC_00404	1304	1304	1304
SAOUHSC_03030	20731	20731	20731
SAOUHSC_02307	5606	5606	5606
SAOUHSC_02590	37905	37905	37905
SAOUHSC_00332	3184	3184	3184
SAOUHSC_00185	3821	3821	3821
SAOUHSC_01386	586	586	586
SAOUHSC_01044	2724	2724	2724
SAOUHSC_02864	2373	2373	2373
SAOUHSC_02677	4797	4797	4797
SAOUHSC_00047	566	566	566
SAOUHSC_01698	3990	3990	3990
SAOUHSC_02728	845	845	845
SAOUHSC_00665	5680	5680	5680
SAOUHSC_01773	5348	5348	5348
SAOUHSC_00278	1026	999	1026
SAOUHSC_01103	42270	42270	42270
SAOUHSC_00754	3838	3838	3838
SAOUHSC_00186	2227	2227	2227
SAOUHSC_00382	2577	2577	2577
SAOUHSC_02420	2249	2249	2249
SAOUHSC_00316	426	426	426
SAOUHSC_00767	172625	172625	172625
SAOUHSC_00889	66912	66912	66912
SAOUHSC_00883	9319	9318	9319
SAOUHSC_02714	607	607	607
SAOUHSC_00773	573	573	573
SAOUHSC_02447	39615	39615	39615
SAOUHSC_02009	14545	14545	14545
SAOUHSC_02418	4056	4056	4056
SAOUHSC_01926	831	831	831
SAOUHSC_02351	45057	45057	45057
panB	14719	14719	14719
SAOUHSC_02936	1923	1923	1923
SAOUHSC_01081	8515	8515	8515
SAOUHSC_01719	18912	18912	18912
rnc	4814	4814	4814
SAOUHSC_02827	3702	3702	3702
SAOUHSC_00562	25638	25638	25638
SAOUHSC_02995	2790	2790	2790
SAOUHSC_02610	31692	31692	31692
SAOUHSC_00606	21181	21181	21181
SAOUHSC_01260	10841	10841	10841
SAOUHSC_02010	4547	4547	4547
SAOUHSC_01419	10836	10836	10836
SAOUHSC_00096	5052	5052	5052
SAOUHSC_00287	12488	12488	12488
SAOUHSC_02303	33422	33417	33422
SAOUHSC_02404	4437	4437	4437
SAOUHSC_02550	10542	10542	10542
SAOUHSC_01318	9560	9560	9560
SAOUHSC_02972	14010	14010	14010
SAOUHSC_01638	130	126	130
SAOUHSC_00939	13059	13059	13059
SAOUHSC_02750	3237	3237	3237
SAOUHSC_02402	30927	30927	30927
SAOUHSC_01459	2356	2356	2356
SAOUHSC_01747	22640	22640	22640
SAOUHSC_02649	16378	16378	16378
SAOUHSC_00863	2265	2265	2265
SAOUHSC_00616	14898	14898	14898
SAOUHSC_02444	33838	33838	33838
SAOUHSC_02545	9606	9606	9606
SAOUHSC_00881	4046	4046	4046
SAOUHSC_01066	17258	17258	17258
SAOUHSC_01721	18375	18375	18375
SAOUHSC_01439	3096	3096	3096
SAOUHSC_02383	22979	22979	22979
SAOUHSC_00547	7552	7552	7552
SAOUHSC_01138	31657	31657	31657
SAOUHSC_02148	4093	4093	4093
SAOUHSC_01593	4153	4153	4153
SAOUHSC_00452	18381	18381	18381
SAOUHSC_00596	462	462	462
SAOUHSC_02689	964	964	964
SAOUHSC_02916	7419	7419	7419
SAOUHSC_00733	826	826	826
SAOUHSC_01590	1346	1346	1346
hisZ	51	51	51
SAOUHSC_01929	87	87	87
SAOUHSC_01615	32365	32365	32365
SAOUHSC_00995	1065	1065	1065
SAOUHSC_00477	23485	23485	23485
SAOUHSC_02974	2912	2912	2912
SAOUHSC_00420	614	614	614
SAOUHSC_02718	1222	1222	1222
SAOUHSC_00532	171555	171555	171555
SAOUHSC_00603	18073	18073	18073
SAOUHSC_00168	222	222	222
SAOUHSC_00248	11785	11785	11785
SAOUHSC_00067	56146	56146	56146
mraY	19419	19419	19419
SAOUHSC_02676	8164	8164	8164
SAOUHSC_01495	324	324	324
SAOUHSC_00330	1688	1688	1688
argC	553	553	553
SAOUHSC_00759	5883	5883	5883
SAOUHSC_02715	191	191	191
SAOUHSC_02665	14476	14476	14476
SAOUHSC_01985	4806	4806	4806
SAOUHSC_01987	52965	52965	52965
SAOUHSC_02909	15920	15920	15920
SAOUHSC_02812	2688	2688	2688
SAOUHSC_00465	16544	16544	16544
SAOUHSC_03035	1726	1726	1726
SAOUHSC_00818	352	352	352
SAOUHSC_00463	3700	3700	3700
SAOUHSC_02563	4052	4052	4052
SAOUHSC_02281	253	253	253
SAOUHSC_02781	1055	1055	1055
SAOUHSC_00051	252	252	252
SAOUHSC_00664	8129	8129	8129
SAOUHSC_00480	16664	16664	16664
SAOUHSC_01468	1663	1663	1663
SAOUHSC_02090	7247	7247	7247
trmB	12487	12487	12487
SAOUHSC_00971	974	974	974
SAOUHSC_01951	344	344	344
SAOUHSC_01641	74	74	74
ureA	1510	1510	1510
SAOUHSC_00832	3564	3564	3564
SAOUHSC_01666	133171	133171	133171
SAOUHSC_01977	111081	111081	111081
SAOUHSC_02541	4355	4355	4355
SAOUHSC_00169	265	265	265
SAOUHSC_01364	11200	11200	11200
SAOUHSC_02473	975	975	975
SAOUHSC_01360	8976	8976	8976
SAOUHSC_01115	1077	1077	1077
SAOUHSC_02930	2921	2921	2921
SAOUHSC_02853	133765	133765	133765
SAOUHSC_01026	8088	8088	8088
SAOUHSC_00668	9127	9127	9127
hisB	113	113	113
SAOUHSC_00298	3268	3268	3268
SAOUHSC_00531	8189	8189	8189
SAOUHSC_02644	5578	5578	5578
SAOUHSC_03019	1072	1072	1072
SAOUHSC_00699	13710	13710	13710
SAOUHSC_00391	245	245	245
SAOUHSC_01665	5551	5551	5551
SAOUHSC_01824	2899	2899	2899
SAOUHSC_00374	41030	41030	41030
SAOUHSC_00037	8870	8870	8870
SAOUHSC_01312	263	263	263
SAOUHSC_00200	2368	2368	2368
SAOUHSC_00064	865	865	865
SAOUHSC_00430	4976	4976	4976
SAOUHSC_00334	8204	8204	8204
SAOUHSC_00315	520	520	520
SAOUHSC_02002	150	150	150
SAOUHSC_02463	1577	1577	1577
SAOUHSC_00833	12915	12915	12915
SAOUHSC_00764	7856	7856	7856
SAOUHSC_02110	4000	4000	4000
SAOUHSC_02474	4688	4688	4688
SAOUHSC_01470	5883	5883	5883
rnpA	615	615	615
SAOUHSC_02133	13474	13474	13474
SAOUHSC_01061	13720	13720	13720
murG	21658	21658	21658
SAOUHSC_02322	1423	1423	1423
SAOUHSC_00836	202155	202155	202155
SAOUHSC_00933	26702	26702	26702
SAOUHSC_00613	7100	7100	7100
SAOUHSC_02092	58090	58090	58090
SAOUHSC_02623	19138	19138	19138
SAOUHSC_01974	65310	65310	65310
SAOUHSC_00663	17198	17198	17198
SAOUHSC_00055	591	559	591
SAOUHSC_00831	11776	11776	11776
SAOUHSC_02659	7224	7224	7224
SAOUHSC_02652	13004	13004	13004
rpsT	17527	17527	17527
SAOUHSC_02131	6835	6832	6835
SAOUHSC_02613	5697	5697	5697
SAOUHSC_02161	1333	1333	1333
SAOUHSC_00950	2138	2138	2138
cmk	10465	10465	10465
SAOUHSC_02935	4295	4295	4295
SAOUHSC_01819	48063	48063	48063
SAOUHSC_00406	18162	18162	18162
SAOUHSC_01832	1596	1596	1596
SAOUHSC_01282	18088	18088	18088
SAOUHSC_01643	607	607	607
SAOUHSC_01206	2490	2490	2490
SAOUHSC_00891	57249	57249	57249
SAOUHSC_02401	96280	96280	96280
SAOUHSC_02685	92	92	92
SAOUHSC_02833	412	412	412
SAOUHSC_00296	2569	2569	2569
SAOUHSC_02897	1016	1016	1016
SAOUHSC_01174	9673	9673	9673
SAOUHSC_01649	13389	13389	13389
SAOUHSC_01981	5765	5765	5765
SAOUHSC_01964	40772	40772	40772
SAOUHSC_00787	12934	12934	12934
SAOUHSC_01048	1160	1160	1160
SAOUHSC_02793	30660	30660	30660
SAOUHSC_00156	17885	17885	17885
SAOUHSC_01661	2235	2235	2235
SAOUHSC_01019	1849	1849	1849
SAOUHSC_00407	6249	6249	6249
SAOUHSC_00648	35026	35026	35026
SAOUHSC_02747	5901	5901	5901
SAOUHSC_00305	1764	1764	1764
SAOUHSC_01831	6228	6228	6228
SAOUHSC_02867	2680	2680	2680
SAOUHSC_02531	650	650	650
SAOUHSC_02797	731	731	731
miaA	5680	5680	5680
SAOUHSC_00499	201814	201814	201814
SAOUHSC_01040	514229	514229	514229
SAOUHSC_02443	129443	129443	129443
SAOUHSC_00820	5738	5738	5738
SAOUHSC_01914	6581	6581	6581
SAOUHSC_02711	160	160	160
SAOUHSC_01358	28589	28589	28589
SAOUHSC_02135	5135	5135	5135
SAOUHSC_02994	6958	6958	6958
SAOUHSC_00584	10124	10124	10124
SAOUHSC_02096	29404	29404	29404
SAOUHSC_01326	8094	8094	8094
panC	15021	15021	15021
SAOUHSC_00629	620	620	620
SAOUHSC_00932	404	404	404
SAOUHSC_00426	510	510	510
SAOUHSC_02963	16357	16049	16357
rbfA	10114	10114	10114
SAOUHSC_01086	685	675	685
SAOUHSC_01379	973	973	973
SAOUHSC_01108	6276	6276	6276
engB	2749	2749	2749
SAOUHSC_00103	207	207	207
SAOUHSC_00644	13674	13674	13674
SAOUHSC_02996	817	817	817
SAOUHSC_02150	60404	60404	60404
SAOUHSC_00424	139	139	139
SAOUHSC_02902	605	605	605
SAOUHSC_01225	10458	10458	10458
SAOUHSC_00875	71494	71494	71494
SAOUHSC_02987	1672	1672	1672
SAOUHSC_01978	3726	3726	3726
SAOUHSC_02103	3336	3336	3336
SAOUHSC_02871	10184	10184	10184
SAOUHSC_00919	15060	15060	15060
SAOUHSC_02091	31962	31962	31962
SAOUHSC_02970	115	115	115
SAOUHSC_01455	52427	52427	52427
SAOUHSC_00138	168	168	168
SAOUHSC_01911	684	526	684
SAOUHSC_02825	423	423	423
SAOUHSC_00237	1164	1164	1164
SAOUHSC_01371	403	403	403
SAOUHSC_02993	634	634	634
SAOUHSC_00475	4878	4878	4878
SAOUHSC_00638	7845	7845	7845
SAOUHSC_02980	13897	13897	13897
SAOUHSC_02661	1609	1609	1609
SAOUHSC_03012	193	193	193
SAOUHSC_00944	9638	9638	9638
SAOUHSC_02908	5903	5903	5903
SAOUHSC_03020	140	140	140
SAOUHSC_02915	3552	3552	3552
rpsQ	17646	17646	17646
SAOUHSC_00242	3901	3901	3901
SAOUHSC_03013	204	204	204
SAOUHSC_02370	16173	16173	16173
SAOUHSC_00565	8768	8768	8768
SAOUHSC_R00011	3	3	3
SAOUHSC_02675	4742	4742	4742
SAOUHSC_02551	3343	3343	3343
SAOUHSC_00904	29053	29053	29053
SAOUHSC_01966	16842	16842	16842
SAOUHSC_02834	8307	8307	8307
SAOUHSC_00617	31061	31061	31061
SAOUHSC_00342	4550	4550	4550
SAOUHSC_00564	8726	8726	8726
SAOUHSC_01384	725	725	725
SAOUHSC_00963	23209	23209	23209
SAOUHSC_02595	1233	1233	1233
SAOUHSC_00766	217	217	217
SAOUHSC_01283	5291	5291	5291
SAOUHSC_02143	26174	26174	26174
SAOUHSC_00893	14538	14538	14538
SAOUHSC_00708	17855	17855	17855
SAOUHSC_02921	4125	4125	4125
SAOUHSC_02697	22258	22258	22258
SAOUHSC_01882	23117	23117	23117
SAOUHSC_02375	27297	27297	27297
SAOUHSC_01433	38016	38016	38016
SAOUHSC_00716	4353	4353	4353
SAOUHSC_02428	6463	6463	6463
SAOUHSC_02997	649	649	649
SAOUHSC_00327	534	534	534
SAOUHSC_01594	35813	35813	35813
SAOUHSC_02901	521	521	521
SAOUHSC_00959	16048	16048	16048
SAOUHSC_02386	3511	3507	3511
SAOUHSC_02391	9133	9133	9133
SAOUHSC_00137	262	262	262
SAOUHSC_02881	17567	17567	17567
SAOUHSC_01782	15850	15850	15850
SAOUHSC_02158	48452	48452	48452
SAOUHSC_02596	815	815	815
SAOUHSC_01483	6333	6333	6333
SAOUHSC_00714	32629	32629	32629
SAOUHSC_00739	2447	2447	2447
SAOUHSC_01065	7199	7199	7199
SAOUHSC_00456	3272	3272	3272
SAOUHSC_00333	6099	6099	6099
SAOUHSC_02371	9350	9350	9350
SAOUHSC_00873	30099	30099	30099
SAOUHSC_01002	253058	253058	253058
SAOUHSC_01821	16237	16237	16237
moaC	9328	9328	9328
SAOUHSC_00500	118272	118272	118272
SAOUHSC_01039	21771	21771	21771
SAOUHSC_01677	41384	41384	41384
SAOUHSC_00776	8784	8784	8784
SAOUHSC_02427	3818	3818	3818
SAOUHSC_02300	23739	23739	23739
SAOUHSC_02111	3089	3089	3089
SAOUHSC_01746	58954	58954	58954
SAOUHSC_02693	261	261	261
SAOUHSC_00295	7630	7630	7630
SAOUHSC_00886	41749	41749	41749
SAOUHSC_01734	21097	21097	21097
SAOUHSC_00216	538	538	538
SAOUHSC_02969	183	183	183
SAOUHSC_00318	2847	2847	2847
SAOUHSC_01069	11353	11353	11353
SAOUHSC_00666	7882	7882	7882
rpsA	215938	215938	215938
SAOUHSC_01054	27814	27814	27814
SAOUHSC_01589	6565	6565	6565
SAOUHSC_01365	27927	27927	27927
SAOUHSC_02434	7896	7896	7896
gcvT	127262	127262	127262
sucC	495660	495660	495660
SAOUHSC_02101	1333	1333	1333
SAOUHSC_01127	117	117	117
SAOUHSC_02565	4761	4761	4761
SAOUHSC_00533	48521	48521	48521
SAOUHSC_02577	73427	73427	73427
rpsN_1	851	851	851
SAOUHSC_01463	54292	54292	54292
SAOUHSC_00696	12866	12866	12866
SAOUHSC_00731	17838	17838	17838
mobA	8109	8109	8109
SAOUHSC_02692	1983	1983	1983
SAOUHSC_02643	1716	1716	1716
SAOUHSC_A00354	28	28	28
SAOUHSC_03017	314	314	314
SAOUHSC_02859	28887	28887	28887
SAOUHSC_01797	64951	64951	64951
SAOUHSC_00481	4478	4478	4478
SAOUHSC_00113	1434	1434	1434
SAOUHSC_00338	1955	1955	1955
leuD	249	249	249
SAOUHSC_00771	8114	8114	8114
SAOUHSC_00643	10840	10840	10840
SAOUHSC_01375	3506	3506	3506
infA	16662	16662	16662
SAOUHSC_02557	373	373	373
SAOUHSC_A00992	973	961	973
SAOUHSC_02269	10114	10114	10114
SAOUHSC_01694	12764	12764	12764
SAOUHSC_00622	126	126	126
SAOUHSC_00587	1361	1361	1361
SAOUHSC_02876	5998	5998	5998
SAOUHSC_02260	4868	4868	4868
SAOUHSC_01629	13916	13916	13916
SAOUHSC_02788	2004	2002	2004
SAOUHSC_01480	10154	10154	10154
SAOUHSC_01836	28587	28587	28587
SAOUHSC_02985	9528	9528	9528
SAOUHSC_01825	2048	2048	2048
guaA	52595	52595	52595
SAOUHSC_02134	5259	5259	5259
SAOUHSC_00331	730	730	730
SAOUHSC_01660	8363	8363	8363
SAOUHSC_00489	5709	5709	5709
SAOUHSC_00812	66169	66147	66169
SAOUHSC_00538	11613	11613	11613
SAOUHSC_02006	14280	14280	14280
SAOUHSC_01633	218142	218142	218142
SAOUHSC_01608	1578	1575	1578
SAOUHSC_02433	3933	3933	3933
SAOUHSC_01630	26123	26123	26123
SAOUHSC_00690	53456	53456	53456
SAOUHSC_00013	841	841	841
SAOUHSC_01041	379694	379694	379694
SAOUHSC_00002	35795	35795	35795
SAOUHSC_00190	2146	2146	2146
SAOUHSC_02544	4873	4873	4873
SAOUHSC_00952	15117	15117	15117
SAOUHSC_01980	3791	3791	3791
SAOUHSC_00423	185	185	185
SAOUHSC_00142	367	367	367
SAOUHSC_00906	115196	115196	115196
SAOUHSC_00964	1824	1824	1824
SAOUHSC_02000	19207	19207	19207
SAOUHSC_01348	5707	5707	5707
SAOUHSC_00450	3997	3997	3997
SAOUHSC_01904	221	221	221
SAOUHSC_00884	4768	4768	4768
tmk	3638	3638	3638
SAOUHSC_00337	3405	3405	3405
SAOUHSC_02736	6735	6735	6735
SAOUHSC_00214	87	87	87
SAOUHSC_02382	2526	2526	2526
SAOUHSC_00552	12319	12319	12319
SAOUHSC_00763	6724	6724	6724
ureE	3366	3366	3366
SAOUHSC_01870	12989	12989	12989
SAOUHSC_01001	433295	433295	433295
SAOUHSC_02765	635	635	635
SAOUHSC_02877	18054	18054	18054
SAOUHSC_01267	18268	18268	18268
rpsH	22812	22812	22812
SAOUHSC_00686	20521	20521	20521
SAOUHSC_01653	348544	348544	348544
SAOUHSC_01160	5169	5169	5169
SAOUHSC_00572	4141	4141	4141
SAOUHSC_00219	1074	1074	1074
SAOUHSC_01982	13934	13934	13934
gltD	1403	1403	1403
SAOUHSC_00029	3	3	3
SAOUHSC_01122	2	2	2
SAOUHSC_01833	2366	2366	2366
SAOUHSC_01490	440082	440082	440082
SAOUHSC_02941	506	506	506
coaD	8457	8457	8457
SAOUHSC_01125	118	118	118
SAOUHSC_00344	4375	4375	4375
SAOUHSC_01007	88544	88544	88544
SAOUHSC_02426	2048	2048	2048
SAOUHSC_01752	5988	5988	5988
SAOUHSC_01043	603538	603538	603538
SAOUHSC_00679	18040	18040	18040
SAOUHSC_00720	1712	1712	1712
SAOUHSC_01027	15907	15907	15907
SAOUHSC_00670	40097	40097	40097
SAOUHSC_01792	21565	21565	21565
SAOUHSC_00170	533	533	533
SAOUHSC_00817	275	275	275
acpS	6004	6004	6004
SAOUHSC_02376	39080	39080	39080
SAOUHSC_00758	4317	4317	4317
SAOUHSC_00167	748	748	748
SAOUHSC_00779	13494	13494	13494
hslU	39287	39287	39287
SAOUHSC_01042	559911	559911	559911
SAOUHSC_00756	14811	14811	14811
SAOUHSC_00281	275	275	275
SAOUHSC_00571	2446	2446	2446
SAOUHSC_02372	13917	13917	13917
SAOUHSC_02822	103170	103170	103170
SAOUHSC_01144	45939	45937	45939
murD	39189	39189	39189
SAOUHSC_00369	41569	41569	41569
nadE	12596	12596	12596
SAOUHSC_00317	18323	18323	18323
SAOUHSC_01924	46	46	46
SAOUHSC_01156	11005	11005	11005
SAOUHSC_02967	577	577	577
SAOUHSC_00652	16064	16064	16064
SAOUHSC_01053	1980	1980	1980
SAOUHSC_02716	35	35	35
SAOUHSC_02880	15320	15320	15320
SAOUHSC_02126	35786	35786	35786
SAOUHSC_01602	5255	5255	5255
SAOUHSC_02305	20306	20306	20306
SAOUHSC_02287	537	537	537
secY_1	105865	105865	105865
SAOUHSC_02406	16996	16996	16996
SAOUHSC_00542	16665	16665	16665
SAOUHSC_00444	41702	41702	41702
SAOUHSC_00604	41332	41332	41332
SAOUHSC_02137	33199	33199	33199
SAOUHSC_02321	1219	1219	1219
SAOUHSC_02823	3983	3983	3983
SAOUHSC_02407	21982	21982	21982
SAOUHSC_01787	10983	10983	10983
SAOUHSC_01255	9544	9544	9544
SAOUHSC_01000	142366	142366	142366
SAOUHSC_01871	16594	16594	16594
SAOUHSC_01903	376	376	376
rocD	306284	306284	306284
SAOUHSC_02516	14353	14353	14353
SAOUHSC_00911	813	813	813
SAOUHSC_00645	6082	6082	6082
SAOUHSC_01064	33082	33082	33082
SAOUHSC_01732	14404	14404	14404
SAOUHSC_00895	495726	495726	495726
SAOUHSC_02913	2088	2088	2088
SAOUHSC_01076	4598	4598	4598
SAOUHSC_02334	1124	1124	1124
SAOUHSC_01693	968	968	968
SAOUHSC_01139	1684	1684	1684
SAOUHSC_00184	2486	2486	2486
SAOUHSC_00942	25898	25898	25898
SAOUHSC_01989	8654	8654	8654
SAOUHSC_01034	4042	4042	4042
SAOUHSC_01720	26363	26363	26363
SAOUHSC_00217	697	697	697
SAOUHSC_00892	8252	8252	8252
SAOUHSC_02581	17699	17699	17699
SAOUHSC_00431	3461	3461	3461
SAOUHSC_02875	6721	6721	6721
SAOUHSC_02947	11525	11525	11525
recA	64042	64042	64042
SAOUHSC_00306	4182	4182	4182
SAOUHSC_00969	117	117	117
SAOUHSC_00581	3523	3523	3523
SAOUHSC_00951	78637	78637	78637
SAOUHSC_01488	7465	7434	7465
SAOUHSC_01420	8626	8626	8626
SAOUHSC_01874	5755	5755	5755
SAOUHSC_00909	15571	15571	15571
SAOUHSC_02591	4051	4051	4051
SAOUHSC_01827	98494	98494	98494
SAOUHSC_02927	363242	363242	363242
rpmJ	11467	11467	11467
SAOUHSC_02366	250639	250639	250639
SAOUHSC_T00034	563	563	563
SAOUHSC_01718	2147	2147	2147
SAOUHSC_01872	10477	10477	10477
SAOUHSC_00455	7487	7487	7487
glmU	93265	93265	93265
SAOUHSC_02982	41856	41856	41856
SAOUHSC_01382	237	237	237
SAOUHSC_01820	63870	63870	63870
SAOUHSC_02299	36656	36610	36656
SAOUHSC_01218	491543	491543	491543
SAOUHSC_02442	47211	47211	47211
SAOUHSC_01350	9442	9442	9442
SAOUHSC_01158	31596	31596	31596
SAOUHSC_00999	71703	71703	71703
SAOUHSC_02760	12630	12630	12630
SAOUHSC_00033	744	744	744
SAOUHSC_00573	55977	55977	55977
SAOUHSC_02983	10384	10384	10384
dnaA	31593	31593	31593
SAOUHSC_01204	34313	34313	34313
SAOUHSC_02112	2659	2659	2659
uhpT	3288	3288	3288
SAOUHSC_00502	14190	14190	14190
SAOUHSC_02844	42280	42280	42280
SAOUHSC_01949	1866	1866	1866
SAOUHSC_01625	58128	58128	58128
SAOUHSC_01807	56352	56352	56352
SAOUHSC_00009	49310	49310	49310
SAOUHSC_02527	26181	26181	26181
SAOUHSC_01441	3338	3304	3338
SAOUHSC_02922	32640	32640	32640
rplE	33380	33380	33380
SAOUHSC_01501	121779	121779	121779
SAOUHSC_00554	81316	81316	81316
SAOUHSC_01189	10323	10323	10323
SAOUHSC_00553	71548	71548	71548
SAOUHSC_01988	2967	2967	2967
SAOUHSC_00781	22506	22506	22506
SAOUHSC_01596	3927	3927	3927
SAOUHSC_01254	9997	9997	9997
SAOUHSC_01188	10569	10569	10569
rimM	1847	1847	1847
SAOUHSC_00457	1355	1355	1355
SAOUHSC_02712	567	567	567
SAOUHSC_00472	82598	82598	82598
SAOUHSC_02785	956	956	956
SAOUHSC_02535	733	727	733
SAOUHSC_01251	64364	64364	64364
SAOUHSC_00653	4632	4632	4632
SAOUHSC_01907	19961	19961	19961
SAOUHSC_01860	10010	10010	10010
SAOUHSC_02789	1575	1575	1575
SAOUHSC_02538	2625	2625	2625
SAOUHSC_01869	25652	25652	25652
SAOUHSC_01190	9430	9430	9430
SAOUHSC_02262	5330	5330	5330
SAOUHSC_01605	105352	105352	105352
SAOUHSC_00543	10468	10468	10468
SAOUHSC_01165	3883	3883	3883
