Feature ID	Single mutant - SM2_S5 (GE) - Expression values	Single mutant - SM2_S5 (GE) - Unique gene reads	Single mutant - SM2_S5 (GE) - Total gene reads
ispD	29613	29613	29613
SAOUHSC_01933	11033	10048	11033
SAOUHSC_01912	4346	4346	4346
SAOUHSC_02282	411	411	411
SAOUHSC_00012	177	177	177
SAOUHSC_00946	17168	17168	17168
SAOUHSC_02849	56831	56831	56831
rpmG_1	12859	12859	12859
SAOUHSC_01320	1293	1293	1293
SAOUHSC_00945	10487	10487	10487
SAOUHSC_01944	127	127	127
SAOUHSC_01475	11731	11731	11731
SAOUHSC_03034	1965	1965	1965
SAOUHSC_01248	7335	7335	7335
SAOUHSC_01252	71559	71559	71559
SAOUHSC_01766	41994	41994	41994
SAOUHSC_01756	34901	34901	34901
SAOUHSC_01029	444302	444302	444302
valS	81777	81777	81777
truA	11571	11571	11571
SAOUHSC_02512a	50772	50772	50772
trmD	2884	2884	2884
SAOUHSC_01742	31461	31461	31461
SAOUHSC_01624	15032	15032	15032
SAOUHSC_00937	58851	58851	58851
SAOUHSC_01588	7241	7241	7241
SAOUHSC_00415	1046	1046	1046
SAOUHSC_00905	40174	40174	40174
rplL	50134	50134	50134
leuS	59806	59806	59806
SAOUHSC_00018	54946	54946	54946
SAOUHSC_T00013	1393	0	1393
SAOUHSC_02102	37056	37056	37056
SAOUHSC_00123	1489	1489	1489
SAOUHSC_02906	1975	1975	1975
SAOUHSC_01265	12341	12341	12341
SAOUHSC_01662	35664	35664	35664
SAOUHSC_00234	11287	11287	11287
SAOUHSC_02267	14429	14429	14429
SAOUHSC_02155	5352	5352	5352
SAOUHSC_00917	895	895	895
SAOUHSC_01791	18356	18356	18356
SAOUHSC_02122	28228	28228	28228
SAOUHSC_01070	7702	7702	7702
SAOUHSC_02416	1	1	1
SAOUHSC_01812	19018	19018	19018
SAOUHSC_02978	48744	48744	48744
SAOUHSC_00860	23774	23774	23774
SAOUHSC_00802	10520	10520	10520
SAOUHSC_02356	2809	2809	2809
SAOUHSC_02244	9697	9697	9697
eno	603553	603553	603553
SAOUHSC_02850	13459	13459	13459
SAOUHSC_02784	1112	1112	1112
SAOUHSC_00228	96961	96961	96961
SAOUHSC_02286	407	407	407
SAOUHSC_02280	1635	1635	1635
SAOUHSC_00558	2125	2125	2125
SAOUHSC_00530	1543749	1543749	1543749
nsaS	10422	10422	10422
SAOUHSC_01193	85687	85687	85687
glmM	50224	50224	50224
SAOUHSC_01699	13139	13139	13139
SAOUHSC_00598	419	419	419
SAOUHSC_00628	13355	13355	13355
SAOUHSC_02331	1555	1555	1555
SAOUHSC_01175	26006	26006	26006
SAOUHSC_01337	184564	184564	184564
SAOUHSC_01583	5921	5921	5921
SAOUHSC_01322	1402	1402	1402
SAOUHSC_01087	350	334	350
SAOUHSC_03021	140	140	140
SAOUHSC_00188	1601	1601	1601
SAOUHSC_02350	138251	138251	138251
SAOUHSC_01383	34754	34754	34754
SAOUHSC_00416	8709	8709	8709
rpsI	90299	90299	90299
secA	78683	78683	78683
SAOUHSC_01022	3003	3003	3003
SAOUHSC_00246	2299	2299	2299
SAOUHSC_01058	32917	32917	32917
SAOUHSC_01679	25428	25428	25428
SAOUHSC_00834	21271	21271	21271
SAOUHSC_03008	899	899	899
SAOUHSC_01045	857	857	857
uvrC	9342	9342	9342
pgi	162736	162736	162736
SAOUHSC_01179	35432	35432	35432
SAOUHSC_01826	23	23	23
SAOUHSC_00627	2438	2438	2438
SAOUHSC_01021	8922	8922	8922
SAOUHSC_00208	218	217	218
SAOUHSC_02706	7286	7286	7286
SAOUHSC_01854	72981	72981	72981
SAOUHSC_00658	10036	10036	10036
SAOUHSC_00400	1948	1948	1948
SAOUHSC_00580	738	738	738
SAOUHSC_00191	641	641	641
SAOUHSC_02349	60834	60834	60834
SAOUHSC_01730	16976	16976	16976
SAOUHSC_01670	10834	10834	10834
SAOUHSC_T00058	2013	586	2013
SAOUHSC_01249	26830	26830	26830
SAOUHSC_02836	8507	8507	8507
SAOUHSC_02124	6613	6613	6613
SAOUHSC_01141	9865	9865	9865
SAOUHSC_00023	22861	22861	22861
rpmH	19750	19750	19750
SAOUHSC_01474	11188	11188	11188
SAOUHSC_00901	3998	3998	3998
SAOUHSC_01735	13327	13327	13327
SAOUHSC_02123	24069	24069	24069
SAOUHSC_02786	4396	4396	4396
mutL	13596	13596	13596
SAOUHSC_01960	21325	21325	21325
SAOUHSC_00486	196807	196807	196807
SAOUHSC_01739	17920	17920	17920
SAOUHSC_01287	750500	750500	750500
SAOUHSC_01205	16854	16854	16854
thrS	64787	64787	64787
SAOUHSC_01164	10366	10366	10366
SAOUHSC_T00032	2493	2417	2493
SAOUHSC_03031	4019	4019	4019
rpoZ	8332	8332	8332
SAOUHSC_T00014	1440	0	1440
SAOUHSC_00503	13756	13756	13756
tsf	198589	198589	198589
SAOUHSC_00624	6198	6198	6198
SAOUHSC_02710	1283	1283	1283
SAOUHSC_01696	20236	20236	20236
SAOUHSC_00458	778	778	778
SAOUHSC_T00012	1497	0	1497
rplK	90292	90292	90292
SAOUHSC_02768	360	360	360
rplU	46978	46978	46978
SAOUHSC_00061	2043	2043	2043
SAOUHSC_01979	5399	5399	5399
rplA	121502	121502	121502
SAOUHSC_01077	66634	66634	66634
SAOUHSC_01802	65921	65921	65921
SAOUHSC_01585	25304	25304	25304
SAOUHSC_02754	6998	6998	6998
SAOUHSC_01469	8709	8709	8709
SAOUHSC_01129	871	871	871
ruvB	16764	16764	16764
queA	14615	14615	14615
SAOUHSC_00517	37383	37383	37383
SAOUHSC_00626	2883	2883	2883
SAOUHSC_01185	18640	18640	18640
SAOUHSC_01186	11321	11321	11321
SAOUHSC_00397	12896	11550	12896
SAOUHSC_00854	14143	14143	14143
SAOUHSC_01686	2872	2872	2872
SAOUHSC_00528	118737	118737	118737
SAOUHSC_00101	54626	54626	54626
SAOUHSC_01163	12300	12300	12300
SAOUHSC_02107	37586	37586	37586
rplJ	109741	109741	109741
SAOUHSC_02933	3064	3064	3064
SAOUHSC_00100	18204	13729	18204
SAOUHSC_00187	4856	4856	4856
SAOUHSC_02646	1539	1539	1539
SAOUHSC_01451	143	143	143
SAOUHSC_01925	71	71	71
SAOUHSC_00878	202050	202050	202050
SAOUHSC_00005	66845	66845	66845
SAOUHSC_00226	50587	50587	50587
SAOUHSC_T00048	2596	147	2596
SAOUHSC_00559	497	497	497
SAOUHSC_01645	11237	11237	11237
rbgA	4461	4461	4461
SAOUHSC_01240	62233	62233	62233
SAOUHSC_01099	26792	26792	26792
SAOUHSC_01349	5709	5709	5709
SAOUHSC_00994	161475	161475	161475
SAOUHSC_00122	1973	1973	1973
SAOUHSC_01406	9186	9186	9186
SAOUHSC_T00053	1872	0	1872
SAOUHSC_01187	35440	35440	35440
infC	32800	32800	32800
SAOUHSC_01652	65190	65190	65190
SAOUHSC_00671	62866	62866	62866
SAOUHSC_03032	2951	2951	2951
SAOUHSC_01601	14351	14351	14351
SAOUHSC_00354	582	582	582
SAOUHSC_01667	15020	15020	15020
rpoB	278950	278950	278950
SAOUHSC_02160	217	217	217
coaE	20432	20432	20432
SAOUHSC_02848	18847	18847	18847
rplT	30945	30942	30945
rpsL	111029	111029	111029
SAOUHSC_01221	194	194	194
engA	43813	43813	43813
SAOUHSC_02885	61924	61924	61924
SAOUHSC_01663	20635	20635	20635
SAOUHSC_00525	285340	285340	285340
SAOUHSC_01050	24227	24227	24227
SAOUHSC_00437	15140	15140	15140
SAOUHSC_00610	2636	2636	2636
SAOUHSC_00523	9351	9351	9351
SAOUHSC_02294	71	71	71
SAOUHSC_00680	720	720	720
SAOUHSC_01150	266928	266928	266928
smpB	9559	9559	9559
SAOUHSC_01857	145218	145218	145218
SAOUHSC_00676	17219	17219	17219
SAOUHSC_01182	4535	4535	4535
SAOUHSC_02412	3379	2256	3379
SAOUHSC_01658	12190	12190	12190
SAOUHSC_00685	6854	6854	6854
rplM	65576	65576	65576
SAOUHSC_02343	198226	198226	198226
SAOUHSC_00667	6503	6503	6503
SAOUHSC_00484	12945	12945	12945
SAOUHSC_00914	53	53	53
SAOUHSC_00851	120987	120987	120987
SAOUHSC_01612	29062	29062	29062
SAOUHSC_00625	22868	22868	22868
SAOUHSC_01510	318	318	318
SAOUHSC_02425	59518	59518	59518
SAOUHSC_01381	752	752	752
SAOUHSC_00022	43356	43356	43356
SAOUHSC_00551	10152	10152	10152
SAOUHSC_02746	327	327	327
rnhB	4020	4020	4020
SAOUHSC_00691	14243	14243	14243
SAOUHSC_01644	23475	23475	23475
SAOUHSC_00227	78117	78117	78117
SAOUHSC_01425	7705	7705	7705
era	25584	25584	25584
SAOUHSC_01587	14475	14475	14475
SAOUHSC_01299	8	8	8
SAOUHSC_02266	16	16	16
hemC	10711	10711	10711
SAOUHSC_01239	26388	26388	26388
SAOUHSC_00549	25100	25100	25100
SAOUHSC_02347	107776	107776	107776
SAOUHSC_01688	47462	47462	47462
SAOUHSC_02324	5666	5666	5666
SAOUHSC_00560	402	402	402
SAOUHSC_00557	841	841	841
SAOUHSC_01238	14595	14595	14595
SAOUHSC_00693	9582	9582	9582
SAOUHSC_00976	707	707	707
SAOUHSC_01207	40696	40696	40696
SAOUHSC_01171	2648	2648	2648
SAOUHSC_00302	4605	4605	4605
SAOUHSC_01460	13063	13063	13063
SAOUHSC_01697	20443	20443	20443
atpC	108884	108884	108884
SAOUHSC_00439	2205	2205	2205
SAOUHSC_01910	186064	186064	186064
SAOUHSC_01153	26656	26656	26656
SAOUHSC_02327	43124	43124	43124
SAOUHSC_01623	39419	39419	39419
SAOUHSC_00954	16716	16716	16716
SAOUHSC_T00061	146	0	146
SAOUHSC_T00011	317	0	317
SAOUHSC_T00021	327	0	327
SAOUHSC_00438	3449	3449	3449
SAOUHSC_00152	19271	19271	19271
SAOUHSC_00794	78085	78085	78085
SAOUHSC_T00046	401	326	401
tig	205301	205301	205301
SAOUHSC_00675	33042	33042	33042
SAOUHSC_01611	38263	38263	38263
SAOUHSC_02241	544	544	544
SAOUHSC_01431	29793	29793	29793
SAOUHSC_02574	21528	21528	21528
SAOUHSC_00803	53513	53513	53513
SAOUHSC_00827	1565	1565	1565
SAOUHSC_01744	9432	9432	9432
SAOUHSC_02273	17671	17671	17671
SAOUHSC_01245	4343	4343	4343
SAOUHSC_00849	109828	109828	109828
SAOUHSC_T00054	1818	0	1818
SAOUHSC_00529	592887	592887	592887
SAOUHSC_00353	67	67	67
SAOUHSC_00006	107681	107681	107681
SAOUHSC_02341	371818	371818	371818
SAOUHSC_01659	17175	17175	17175
SAOUHSC_01288	176	176	176
gatA	80414	80414	80414
SAOUHSC_02345	343299	343299	343299
SAOUHSC_T0003	689	0	689
SAOUHSC_00692	6310	6310	6310
SAOUHSC_00323	5728	5601	5728
SAOUHSC_01646	31618	31618	31618
SAOUHSC_01764	89	89	89
SAOUHSC_01958	3549	3549	3549
SAOUHSC_00505	97302	97302	97302
SAOUHSC_02530	221	221	221
thyA	17552	17552	17552
SAOUHSC_00929	105	105	105
SAOUHSC_01306	6	6	6
SAOUHSC_01269	17532	17532	17532
SAOUHSC_00955	2668	2668	2668
SAOUHSC_01271	5655	5655	5655
SAOUHSC_01063	21687	21687	21687
SAOUHSC_02278	2070	2070	2070
SAOUHSC_00399	153	153	153
SAOUHSC_01700	27499	27499	27499
SAOUHSC_00153	77670	77670	77670
rpmI	18118	18118	18118
SAOUHSC_00550	18387	18387	18387
SAOUHSC_01877	9556	9556	9556
SAOUHSC_00855	16322	16322	16322
ipk	12273	12273	12273
SAOUHSC_T0006	30	30	30
SAOUHSC_01046	1797	1797	1797
SAOUHSC_02384	2777	2777	2777
SAOUHSC_T00022	869	0	869
rpsU	50743	50743	50743
SAOUHSC_00793	11597	11597	11597
SAOUHSC_02534	2943	2840	2943
SAOUHSC_01270	4933	4933	4933
SAOUHSC_01242	7182	7182	7182
polC	33005	33005	33005
SAOUHSC_01953	496	496	496
SAOUHSC_00896	9575	9251	9575
SAOUHSC_T00056	2647	2647	2647
SAOUHSC_01717	12202	12202	12202
SAOUHSC_00577	14018	14018	14018
SAOUHSC_01508	2108	2108	2108
gatC	20704	20704	20704
SAOUHSC_T00027	964	959	964
SAOUHSC_01184	16614	16614	16614
SAOUHSC_02873	16916	16916	16916
SAOUHSC_00569	45601	45601	45601
SAOUHSC_01412	6960	6960	6960
SAOUHSC_02681	444	444	444
SAOUHSC_02323	9376	9376	9376
SAOUHSC_01613	32502	32502	32502
SAOUHSC_01808	13867	13867	13867
SAOUHSC_00060	12348	12348	12348
SAOUHSC_01456	1490	1490	1490
SAOUHSC_01967	22852	22852	22852
SAOUHSC_02726	2288	2288	2288
SAOUHSC_00727	9101	9101	9101
SAOUHSC_02573	14068	14068	14068
groES	21242	21242	21242
SAOUHSC_T00055	1835	0	1835
SAOUHSC_T00025	845	0	845
SAOUHSC_00997	15902	15902	15902
pyrC	5457	5457	5457
pheT	41749	41749	41749
SAOUHSC_01432	56735	56735	56735
SAOUHSC_01031	2715	2715	2715
SAOUHSC_00578	20669	20669	20669
infB	46616	46616	46616
pyrG	36596	36596	36596
gatB	104812	104812	104812
SAOUHSC_02381	7518	7518	7518
SAOUHSC_00201	1898	1898	1898
SAOUHSC_00129	6990	6990	6990
pheS	15056	15056	15056
prfA	22515	22515	22515
SAOUHSC_00155	20908	20905	20908
SAOUHSC_01413	3439	3439	3439
SAOUHSC_02326	1809	1804	1809
SAOUHSC_01429	28353	28353	28353
SAOUHSC_T00033	3880	3880	3880
SAOUHSC_00850	46072	46072	46072
SAOUHSC_00822	1576	1576	1576
SAOUHSC_02752	4823	4823	4823
carB	16084	16084	16084
SAOUHSC_00729	11358	11358	11358
prmA	19998	19998	19998
SAOUHSC_02329	2649	2649	2649
SAOUHSC_01327	89494	89494	89494
SAOUHSC_00146	1620	1620	1620
SAOUHSC_01154	41548	41548	41548
SAOUHSC_01183	11282	11282	11282
SAOUHSC_00728	139249	139249	139249
SAOUHSC_02932	2488	2488	2488
SAOUHSC_02250	209	209	209
SAOUHSC_T00035	327	257	327
SAOUHSC_02113	6045	6045	6045
SAOUHSC_01584	3845	3518	3845
SAOUHSC_01049	4412	4412	4412
SAOUHSC_01770	491	491	491
SAOUHSC_02709	1005	1005	1005
SAOUHSC_01361	21025	21025	21025
SAOUHSC_01430	50086	50086	50086
SAOUHSC_00717	5942	5942	5942
SAOUHSC_01618	28873	28873	28873
SAOUHSC_01761a	152	152	152
SAOUHSC_01843	2946	2946	2946
recU	33327	33327	33327
SAOUHSC_02769	241	241	241
SAOUHSC_00711	39984	39984	39984
SAOUHSC_00579	24647	24647	24647
SAOUHSC_00282	3035	3035	3035
SAOUHSC_02277	7083	7083	7083
SAOUHSC_01467	243481	243481	243481
nusA	19812	19812	19812
SAOUHSC_00688	23517	23517	23517
SAOUHSC_02358	15632	15632	15632
SAOUHSC_00902	8161	8161	8161
SAOUHSC_00099	5658	5658	5658
SAOUHSC_02360	13074	13074	13074
SAOUHSC_00903	10974	10974	10974
SAOUHSC_02108	6325	6325	6325
SAOUHSC_T00060	132	0	132
SAOUHSC_00897	8473	8473	8473
SAOUHSC_01272	15732	15732	15732
SAOUHSC_00341	237	237	237
SAOUHSC_01682	18141	18141	18141
SAOUHSC_00291	1021	1021	1021
SAOUHSC_01716	23315	23315	23315
gmk	27030	27030	27030
SAOUHSC_01809	14643	14643	14643
SAOUHSC_T00030	1617	1567	1617
SAOUHSC_00340	297	297	297
SAOUHSC_00912	37934	37934	37934
SAOUHSC_T00036	5077	4754	5077
SAOUHSC_01169	5128	5128	5128
SAOUHSC_02251	57	57	57
SAOUHSC_01307	526	526	526
SAOUHSC_01810	19831	19831	19831
SAOUHSC_01359	34332	34332	34332
SAOUHSC_00957	6417	6417	6417
SAOUHSC_00689	17372	17372	17372
SAOUHSC_00396	16	16	16
def	23773	23773	23773
SAOUHSC_01513	1952	1952	1952
SAOUHSC_02264	89432	89432	89432
SAOUHSC_00646	5230	5230	5230
SAOUHSC_T00037	950	739	950
SAOUHSC_T0005	247	247	247
SAOUHSC_02325	1857	1853	1857
SAOUHSC_02855	2917	2917	2917
SAOUHSC_01244	3816	3816	3816
SAOUHSC_02243	290	290	290
SAOUHSC_02175	3522	3522	3522
SAOUHSC_T00010	1040	0	1040
SAOUHSC_01684	66123	66123	66123
SAOUHSC_02364	13982	13982	13982
SAOUHSC_02571	11588	11588	11588
SAOUHSC_02968	205	205	205
SAOUHSC_01121	18696	18696	18696
SAOUHSC_T00018	1173	138	1173
SAOUHSC_01512	1776	1776	1776
SAOUHSC_00236	9144	9144	9144
SAOUHSC_02330	2560	2560	2560
SAOUHSC_00128	6492	6492	6492
SAOUHSC_02316	52973	52973	52973
SAOUHSC_00336	113988	113988	113988
SAOUHSC_T00050	71	71	71
SAOUHSC_00293	1182	1182	1182
SAOUHSC_02892	1248	1248	1248
SAOUHSC_02265	72979	72979	72979
SAOUHSC_T0008	1071	0	1071
SAOUHSC_00121	1805	1805	1805
SAOUHSC_03006	65597	65597	65597
SAOUHSC_T00031	1032	1032	1032
SAOUHSC_01275	53036	53036	53036
SAOUHSC_02893	1135	1135	1135
SAOUHSC_02394	1	1	1
SAOUHSC_T0009	1051	0	1051
SAOUHSC_02279	4093	4091	4093
SAOUHSC_01763	126	126	126
ribH	2365	2365	2365
dnaK	247526	247526	247526
SAOUHSC_00235	4397	4397	4397
SAOUHSC_02176	104	104	104
SAOUHSC_02365	33818	33818	33818
thiE	2498	2498	2498
SAOUHSC_02389	2875	2875	2875
SAOUHSC_00127	4142	4142	4142
SAOUHSC_02397	4461	4461	4461
SAOUHSC_02583	13286	13286	13286
SAOUHSC_02720	3	3	3
SAOUHSC_T00028	142	0	142
SAOUHSC_00126	2430	2430	2430
SAOUHSC_00120	4240	4240	4240
SAOUHSC_02672	502	502	502
SAOUHSC_01780	14	14	14
groEL	133620	133620	133620
SAOUHSC_03024	11028	11028	11028
SAOUHSC_00097	2605	2605	2605
SAOUHSC_00857	270	270	270
SAOUHSC_02721	2307	2307	2307
SAOUHSC_00125	4795	4795	4795
SAOUHSC_01285	130098	130098	130098
SAOUHSC_01511	1625	1472	1625
SAOUHSC_00119	4625	4625	4625
SAOUHSC_01298	8	8	8
SAOUHSC_00292	1437	1437	1437
SAOUHSC_02283	36	36	36
glpK	71917	71917	71917
SAOUHSC_00038	203	203	203
SAOUHSC_02012	9953	9953	9953
SAOUHSC_01200	6258	6258	6258
SAOUHSC_R00010	768	0	768
SAOUHSC_01135	4323	4323	4323
SAOUHSC_R00016	9	0	9
SAOUHSC_02399	540231	540231	540231
SAOUHSC_02411	85	85	85
SAOUHSC_02629	9637	9637	9637
SAOUHSC_01889	6664	6664	6664
SAOUHSC_00118	3600	3600	3600
SAOUHSC_02332	3025	3025	3025
SAOUHSC_02100	7101	7101	7101
SAOUHSC_R0009	768	0	768
SAOUHSC_03033	6607	6607	6607
SAOUHSC_01838	92328	92328	92328
SAOUHSC_02099	18818	18818	18818
SAOUHSC_01199	72455	72455	72455
SAOUHSC_02840	7229	7229	7229
SAOUHSC_02388	1146	1146	1146
SAOUHSC_01972	59553	59553	59553
SAOUHSC_02975	71687	71687	71687
SAOUHSC_02976	47964	47964	47964
SAOUHSC_R0003	30854	832	30854
SAOUHSC_00870	19146	19146	19146
SAOUHSC_00411	13	13	13
SAOUHSC_01976	10	10	10
SAOUHSC_02857	4	4	4
SAOUHSC_T00057	1	0	1
SAOUHSC_00116	3180	3180	3180
SAOUHSC_01196	27388	27388	27388
SAOUHSC_00921	84615	84615	84615
SAOUHSC_R0001	38047	1033	38047
SAOUHSC_01198	73282	73282	73282
SAOUHSC_01887	5717	5717	5717
SAOUHSC_00998	10014	10014	10014
SAOUHSC_00240	2718	2718	2718
SAOUHSC_02635	14991	14991	14991
SAOUHSC_00111	24	24	24
SAOUHSC_R0005	76	1	76
SAOUHSC_02841	14309	14309	14309
SAOUHSC_01278	22107	22107	22107
SAOUHSC_00871	4522	4522	4522
SAOUHSC_00114	1891	1891	1891
SAOUHSC_00115	2732	2732	2732
SAOUHSC_R0007	35174	897	35174
SAOUHSC_02839	18788	18788	18788
SAOUHSC_00639	3493	3493	3493
SAOUHSC_00239	7633	7633	7633
SAOUHSC_02333	1597	1597	1597
SAOUHSC_02630	4572	4572	4572
SAOUHSC_00356	43833	43833	43833
SAOUHSC_01136	6179	6179	6179
SAOUHSC_01888	2850	2850	2850
SAOUHSC_00241	4818	4818	4818
SAOUHSC_R00013	9	0	9
SAOUHSC_00117	6493	6493	6493
SAOUHSC_02098	15419	15419	15419
SAOUHSC_01197	68378	68378	68378
SAOUHSC_01736	125	125	125
SAOUHSC_R0004	10754	270	10754
SAOUHSC_R0008	41354	1132	41354
SAOUHSC_T00019	6	0	6
SAOUHSC_T00049	380	380	380
SAOUHSC_T0007	84	15	84
SAOUHSC_00174	1426	1426	1426
SAOUHSC_01794	39652	39652	39652
SAOUHSC_03023	37039	37039	37039
SAOUHSC_02805	3	3	3
SAOUHSC_00920	33884	33884	33884
SAOUHSC_01839	26860	26860	26860
SAOUHSC_02576	5753	5753	5753
SAOUHSC_R00015	5	0	5
SAOUHSC_00872	61089	61089	61089
SAOUHSC_00154	11	11	11
SAOUHSC_01760	4017	4017	4017
SAOUHSC_A02811	1	1	1
SAOUHSC_R00014	13	0	13
SAOUHSC_00869	67413	67413	67413
SAOUHSC_02866	12105	12105	12105
SAOUHSC_01844	4	4	4
SAOUHSC_01761	3963	3963	3963
SAOUHSC_01005	26832	26832	26832
SAOUHSC_01068	6	6	6
SAOUHSC_02115	2	2	2
SAOUHSC_T00017	0	0	0
SAOUHSC_02745	19	19	19
SAOUHSC_R00012	8	0	8
SAOUHSC_02717	8	8	8
SAOUHSC_00561	7514	7514	7514
SAOUHSC_00737	5	5	5
SAOUHSC_00772	0	0	0
SAOUHSC_01339	2	2	2
SAOUHSC_01853	2	2	2
SAOUHSC_02838	7	7	7
SAOUHSC_02872	2260	2260	2260
SAOUHSC_00243	5	5	5
SAOUHSC_01402	2	2	2
SAOUHSC_01963	3	3	3
SAOUHSC_02953	25502	25502	25502
SAOUHSC_02954	8538	8538	8538
SAOUHSC_03041	3475	3475	3475
SAOUHSC_3042a	7463	5472	7463
SAOUHSC_00355	8102	8102	8102
SAOUHSC_03040	180791	159136	180791
SAOUHSC_03042	11060	9144	11060
SAOUHSC_03037	465030	465030	465030
SAOUHSC_03036	309512	309512	309512
SAOUHSC_03037a	14072	10299	14072
SAOUHSC_00108	0	0	0
SAOUHSC_00387	1	1	1
SAOUHSC_00583	0	0	0
SAOUHSC_00677	0	0	0
SAOUHSC_00778	1	1	1
SAOUHSC_00809	1	1	1
SAOUHSC_00867	1	1	1
SAOUHSC_00967	0	0	0
SAOUHSC_01003	0	0	0
SAOUHSC_01109	0	0	0
SAOUHSC_01883	0	0	0
SAOUHSC_01934	0	0	0
SAOUHSC_02069	0	0	0
SAOUHSC_02105	0	0	0
SAOUHSC_02459	0	0	0
SAOUHSC_02634	0	0	0
SAOUHSC_02804	1	1	1
SAOUHSC_02890	2	2	2
SAOUHSC_02939	1	1	1
SAOUHSC_02948	0	0	0
SAOUHSC_02950	0	0	0
SAOUHSC_A01436	1	1	1
SAOUHSC_A02169	0	0	0
