Feature ID	Single mutant - SM1_S4 (GE) - Expression values	Single mutant - SM1_S4 (GE) - Unique gene reads	Single mutant - SM1_S4 (GE) - Total gene reads
SAOUHSC_01912	4962	4962	4962
SAOUHSC_02282	481	481	481
SAOUHSC_00012	192	192	192
SAOUHSC_00946	16877	16877	16877
SAOUHSC_02849	62357	62357	62357
rpmG_1	13693	13693	13693
SAOUHSC_01320	1534	1534	1534
SAOUHSC_00945	11561	11561	11561
SAOUHSC_01944	160	160	160
SAOUHSC_01475	11971	11971	11971
SAOUHSC_03034	2050	2050	2050
SAOUHSC_01248	8456	8456	8456
SAOUHSC_01252	73990	73990	73990
SAOUHSC_01766	43423	43423	43423
SAOUHSC_01756	32615	32615	32615
SAOUHSC_01029	476066	476066	476066
valS	87107	87107	87107
truA	11869	11869	11869
SAOUHSC_02512a	50559	50559	50559
trmD	3277	3277	3277
SAOUHSC_01742	34800	34800	34800
SAOUHSC_01624	16266	16266	16266
SAOUHSC_00937	64009	64009	64009
SAOUHSC_01588	7390	7390	7390
SAOUHSC_00415	1003	1003	1003
SAOUHSC_00905	44881	44881	44881
rplL	43371	43371	43371
leuS	64772	64772	64772
SAOUHSC_00018	56793	56793	56793
SAOUHSC_T00013	1098	0	1098
SAOUHSC_02102	38001	38001	38001
SAOUHSC_00123	1938	1938	1938
SAOUHSC_02906	2608	2608	2608
SAOUHSC_01265	12558	12558	12558
SAOUHSC_01662	38399	38399	38399
SAOUHSC_00234	10763	10763	10763
SAOUHSC_02267	14362	14362	14362
SAOUHSC_02155	6841	6841	6841
SAOUHSC_00917	953	953	953
SAOUHSC_01791	19972	19972	19972
SAOUHSC_02122	28218	28218	28218
SAOUHSC_01070	7589	7589	7589
SAOUHSC_02416	5	5	5
SAOUHSC_01812	20194	20194	20194
SAOUHSC_02978	49609	49609	49609
SAOUHSC_00860	25015	25015	25015
SAOUHSC_00802	11350	11350	11350
SAOUHSC_02356	2827	2827	2827
SAOUHSC_02244	13764	13764	13764
eno	652849	652849	652849
SAOUHSC_02850	15145	15145	15145
SAOUHSC_02784	1197	1197	1197
SAOUHSC_00228	101906	101906	101906
SAOUHSC_02286	461	461	461
SAOUHSC_02280	1667	1667	1667
SAOUHSC_00558	2395	2395	2395
SAOUHSC_00530	1609942	1609942	1609942
nsaS	10675	10675	10675
SAOUHSC_01193	89590	89590	89590
glmM	52324	52324	52324
SAOUHSC_01699	13106	13106	13106
SAOUHSC_00598	435	435	435
SAOUHSC_00628	13983	13983	13983
SAOUHSC_02331	1784	1784	1784
SAOUHSC_01175	25526	25526	25526
SAOUHSC_01337	202782	202782	202782
SAOUHSC_01583	7494	7494	7494
SAOUHSC_01322	1773	1773	1773
SAOUHSC_01087	487	463	487
SAOUHSC_03021	115	115	115
SAOUHSC_00188	1902	1902	1902
SAOUHSC_02350	138293	138293	138293
SAOUHSC_01383	36882	36882	36882
SAOUHSC_00416	8872	8872	8872
rpsI	90053	90053	90053
secA	79922	79922	79922
SAOUHSC_01022	3048	3048	3048
SAOUHSC_00246	2071	2071	2071
SAOUHSC_01058	31696	31696	31696
SAOUHSC_01679	25163	25163	25163
SAOUHSC_00834	23207	23207	23207
SAOUHSC_03008	885	885	885
SAOUHSC_01045	849	849	849
uvrC	10980	10980	10980
pgi	175036	175036	175036
SAOUHSC_01179	38937	38937	38937
SAOUHSC_01826	24	24	24
SAOUHSC_00627	2549	2549	2549
SAOUHSC_01021	9245	9245	9245
SAOUHSC_00208	216	215	216
SAOUHSC_02706	7617	7617	7617
SAOUHSC_01854	90277	90277	90277
SAOUHSC_00658	12163	12163	12163
SAOUHSC_00400	2093	2093	2093
SAOUHSC_00580	843	843	843
SAOUHSC_00191	654	654	654
SAOUHSC_02349	66631	66631	66631
SAOUHSC_01730	20596	20596	20596
SAOUHSC_01670	12209	12209	12209
SAOUHSC_T00058	1237	382	1237
SAOUHSC_01249	27309	27309	27309
SAOUHSC_02836	7698	7698	7698
SAOUHSC_02124	6919	6919	6919
SAOUHSC_01141	9908	9908	9908
SAOUHSC_00023	22214	22214	22214
rpmH	19519	19519	19519
SAOUHSC_01474	11677	11677	11677
SAOUHSC_00901	3716	3716	3716
SAOUHSC_01735	13020	13020	13020
SAOUHSC_02123	25267	25267	25267
SAOUHSC_02786	4652	4652	4652
mutL	13481	13481	13481
SAOUHSC_01960	23883	23883	23883
SAOUHSC_00486	193555	193555	193555
SAOUHSC_01739	18645	18645	18645
SAOUHSC_01287	731338	731338	731338
SAOUHSC_01205	18195	18195	18195
thrS	70840	70840	70840
SAOUHSC_01164	10484	10484	10484
SAOUHSC_T00032	1519	1476	1519
SAOUHSC_03031	4106	4106	4106
rpoZ	8278	8278	8278
SAOUHSC_T00014	1139	0	1139
SAOUHSC_00503	15898	15898	15898
tsf	201113	201113	201113
SAOUHSC_00624	6295	6295	6295
SAOUHSC_02710	1344	1344	1344
SAOUHSC_01696	21397	21397	21397
SAOUHSC_00458	804	804	804
SAOUHSC_T00012	1188	0	1188
rplK	89394	89394	89394
SAOUHSC_02768	369	369	369
rplU	45902	45902	45902
SAOUHSC_00061	2372	2372	2372
SAOUHSC_01979	5326	5326	5326
rplA	114890	114890	114890
SAOUHSC_01077	63860	63860	63860
SAOUHSC_01802	70280	70280	70280
SAOUHSC_01585	26178	26178	26178
SAOUHSC_02754	8328	8328	8328
SAOUHSC_01469	8938	8938	8938
SAOUHSC_01129	1223	1223	1223
ruvB	18780	18780	18780
queA	16618	16618	16618
SAOUHSC_00517	37676	37676	37676
SAOUHSC_00626	3030	3030	3030
SAOUHSC_01185	18692	18692	18692
SAOUHSC_01186	11267	11267	11267
SAOUHSC_00397	13349	12005	13349
SAOUHSC_00854	16013	16013	16013
SAOUHSC_01686	2648	2648	2648
SAOUHSC_00528	118005	118005	118005
SAOUHSC_00101	57174	57174	57174
SAOUHSC_01163	12442	12442	12442
SAOUHSC_02107	36266	36266	36266
rplJ	99067	99067	99067
SAOUHSC_02933	3648	3648	3648
SAOUHSC_00100	19593	14787	19593
SAOUHSC_00187	5677	5677	5677
SAOUHSC_02646	1332	1332	1332
SAOUHSC_01451	119	119	119
SAOUHSC_01925	72	72	72
SAOUHSC_00878	202653	202653	202653
SAOUHSC_00005	70678	70678	70678
SAOUHSC_00226	54545	54545	54545
SAOUHSC_T00048	1688	76	1688
SAOUHSC_00559	562	562	562
SAOUHSC_01645	11777	11777	11777
rbgA	4815	4815	4815
SAOUHSC_01240	60197	60197	60197
SAOUHSC_01099	26664	26664	26664
SAOUHSC_01349	6133	6133	6133
SAOUHSC_00994	198099	198099	198099
SAOUHSC_00122	2744	2744	2744
SAOUHSC_01406	9855	9855	9855
SAOUHSC_T00053	1204	0	1204
SAOUHSC_01187	35602	35602	35602
infC	31242	31242	31242
SAOUHSC_01652	69150	69150	69150
SAOUHSC_00671	72173	72173	72173
SAOUHSC_03032	3577	3577	3577
SAOUHSC_01601	16064	16064	16064
SAOUHSC_00354	546	546	546
SAOUHSC_01667	16517	16517	16517
rpoB	302329	302329	302329
SAOUHSC_02160	212	212	212
coaE	22259	22259	22259
SAOUHSC_02848	16932	16931	16932
rplT	29748	29748	29748
rpsL	110921	110921	110921
SAOUHSC_01221	234	234	234
engA	46326	46326	46326
SAOUHSC_02885	64275	64275	64275
SAOUHSC_01663	21390	21390	21390
SAOUHSC_00525	297845	297845	297845
SAOUHSC_01050	25663	25663	25663
SAOUHSC_00437	14495	14495	14495
SAOUHSC_00610	3121	3121	3121
SAOUHSC_00523	8859	8859	8859
SAOUHSC_02294	69	69	69
SAOUHSC_00680	683	683	683
SAOUHSC_01150	292995	292995	292995
smpB	10193	10193	10193
SAOUHSC_01857	150143	150143	150143
SAOUHSC_00676	18020	18020	18020
SAOUHSC_01182	4950	4950	4950
SAOUHSC_02412	1953	1164	1953
SAOUHSC_01658	11886	11886	11886
SAOUHSC_00685	7009	7009	7009
rplM	65110	65110	65110
SAOUHSC_02343	204471	204471	204471
SAOUHSC_00667	7146	7146	7146
SAOUHSC_00484	13722	13722	13722
SAOUHSC_00914	38	38	38
SAOUHSC_00851	122105	122105	122105
SAOUHSC_01612	30252	30252	30252
SAOUHSC_00625	24295	24295	24295
SAOUHSC_01510	358	358	358
SAOUHSC_02425	65638	65638	65638
SAOUHSC_01381	767	767	767
SAOUHSC_00022	45975	45975	45975
SAOUHSC_00551	10737	10737	10737
SAOUHSC_02746	284	284	284
rnhB	4308	4308	4308
SAOUHSC_00691	14407	14407	14407
SAOUHSC_01644	25133	25133	25133
SAOUHSC_00227	84784	84784	84784
SAOUHSC_01425	8816	8816	8816
era	27923	27923	27923
SAOUHSC_01587	15507	15507	15507
SAOUHSC_01299	0	0	0
SAOUHSC_02266	13	13	13
hemC	11806	11806	11806
SAOUHSC_01239	25629	25629	25629
SAOUHSC_00549	25086	25086	25086
SAOUHSC_02347	111937	111937	111937
SAOUHSC_01688	48690	48690	48690
SAOUHSC_02324	5804	5804	5804
SAOUHSC_00560	397	397	397
SAOUHSC_00557	821	821	821
SAOUHSC_01238	13936	13936	13936
SAOUHSC_00693	9815	9815	9815
SAOUHSC_00976	754	754	754
SAOUHSC_01207	42764	42764	42764
SAOUHSC_01171	3138	3138	3138
SAOUHSC_00302	4503	4503	4503
SAOUHSC_01460	13691	13691	13691
SAOUHSC_01697	21696	21696	21696
atpC	113837	113837	113837
SAOUHSC_00439	2143	2143	2143
SAOUHSC_01910	203188	203188	203188
SAOUHSC_01153	28488	28488	28488
SAOUHSC_02327	40015	40015	40015
SAOUHSC_01623	41986	41986	41986
SAOUHSC_00954	17417	17417	17417
SAOUHSC_T00061	130	0	130
SAOUHSC_T00011	245	0	245
SAOUHSC_T00021	574	0	574
SAOUHSC_00438	3463	3463	3463
SAOUHSC_00152	18990	18990	18990
SAOUHSC_00794	87903	87903	87903
SAOUHSC_T00046	268	214	268
tig	214253	214253	214253
SAOUHSC_00675	34647	34647	34647
SAOUHSC_01611	39921	39921	39921
SAOUHSC_02241	602	602	602
SAOUHSC_01431	32720	32720	32720
SAOUHSC_02574	26655	26655	26655
SAOUHSC_00803	59097	59097	59097
SAOUHSC_00827	1613	1613	1613
SAOUHSC_01744	9259	9259	9259
SAOUHSC_02273	17797	17797	17797
SAOUHSC_01245	4713	4713	4713
SAOUHSC_00849	116374	116374	116374
SAOUHSC_T00054	1242	0	1242
SAOUHSC_00529	571875	571875	571875
SAOUHSC_00353	83	83	83
SAOUHSC_00006	110478	110478	110478
SAOUHSC_02341	391148	391148	391148
SAOUHSC_01659	17093	17093	17093
SAOUHSC_01288	117	117	117
gatA	81726	81726	81726
SAOUHSC_02345	352755	352755	352755
SAOUHSC_T0003	596	0	596
SAOUHSC_00692	7068	7068	7068
SAOUHSC_00323	6696	6576	6696
SAOUHSC_01646	35592	35592	35592
SAOUHSC_01764	64	64	64
SAOUHSC_01958	3547	3547	3547
SAOUHSC_00505	111620	111620	111620
SAOUHSC_02530	228	228	228
thyA	20693	20693	20693
SAOUHSC_00929	82	82	82
SAOUHSC_01306	11	11	11
SAOUHSC_01269	18334	18334	18334
SAOUHSC_00955	2768	2768	2768
SAOUHSC_01271	6060	6060	6060
SAOUHSC_01063	21704	21704	21704
SAOUHSC_02278	2064	2064	2064
SAOUHSC_00399	143	143	143
SAOUHSC_01700	28841	28841	28841
SAOUHSC_00153	80368	80368	80368
rpmI	17209	17209	17209
SAOUHSC_00550	19062	19062	19062
SAOUHSC_01877	10225	10225	10225
SAOUHSC_00855	19741	19741	19741
ipk	13504	13504	13504
SAOUHSC_T0006	21	21	21
SAOUHSC_01046	1782	1782	1782
SAOUHSC_02384	3156	3156	3156
SAOUHSC_T00022	777	0	777
rpsU	28883	28883	28883
SAOUHSC_00793	14447	14447	14447
SAOUHSC_02534	3283	3186	3283
SAOUHSC_01270	5441	5441	5441
SAOUHSC_01242	7773	7773	7773
polC	32843	32843	32843
SAOUHSC_01953	609	609	609
SAOUHSC_00896	12103	11635	12103
SAOUHSC_T00056	1439	1439	1439
SAOUHSC_01717	12283	12283	12283
SAOUHSC_00577	16016	16016	16016
SAOUHSC_01508	2238	2238	2238
gatC	22259	22259	22259
SAOUHSC_T00027	491	491	491
SAOUHSC_01184	17217	17217	17217
SAOUHSC_02873	20475	20475	20475
SAOUHSC_00569	50251	50251	50251
SAOUHSC_01412	6817	6817	6817
SAOUHSC_02681	409	409	409
SAOUHSC_02323	10222	10222	10222
SAOUHSC_01613	35099	35099	35099
SAOUHSC_01808	13665	13665	13665
SAOUHSC_00060	13109	13109	13109
SAOUHSC_01456	1473	1473	1473
SAOUHSC_01967	24084	24084	24084
SAOUHSC_02726	2719	2719	2719
SAOUHSC_00727	10429	10429	10429
SAOUHSC_02573	17830	17830	17830
groES	24425	24425	24425
SAOUHSC_T00055	1236	0	1236
SAOUHSC_T00025	705	0	705
SAOUHSC_00997	16339	16339	16339
pyrC	6927	6927	6927
pheT	44877	44877	44877
SAOUHSC_01432	64676	64676	64676
SAOUHSC_01031	2525	2525	2525
SAOUHSC_00578	23975	23975	23975
infB	50091	50091	50091
pyrG	34770	34770	34770
gatB	109575	109575	109575
SAOUHSC_02381	8637	8637	8637
SAOUHSC_00201	2282	2282	2282
SAOUHSC_00129	9344	9344	9344
pheS	15979	15979	15979
prfA	22351	22351	22351
SAOUHSC_00155	21690	21690	21690
SAOUHSC_01413	3469	3469	3469
SAOUHSC_02326	2209	2206	2209
SAOUHSC_01429	33506	33506	33506
SAOUHSC_T00033	1765	1765	1765
SAOUHSC_00850	48369	48369	48369
SAOUHSC_00822	1608	1608	1608
SAOUHSC_02752	5378	5378	5378
carB	17681	17681	17681
SAOUHSC_00729	12860	12860	12860
prmA	20179	20179	20179
SAOUHSC_02329	3187	3187	3187
SAOUHSC_01327	111436	111436	111436
SAOUHSC_00146	1888	1888	1888
SAOUHSC_01154	46660	46660	46660
SAOUHSC_01183	12493	12493	12493
SAOUHSC_00728	133983	133983	133983
SAOUHSC_02932	2936	2936	2936
SAOUHSC_02250	200	200	200
SAOUHSC_T00035	256	183	256
SAOUHSC_02113	6359	6359	6359
SAOUHSC_01584	4949	4557	4949
SAOUHSC_01049	4933	4933	4933
SAOUHSC_01770	555	555	555
SAOUHSC_02709	1105	1105	1105
SAOUHSC_01361	20766	20766	20766
SAOUHSC_01430	57408	57408	57408
SAOUHSC_00717	7010	7010	7010
SAOUHSC_01618	30945	30945	30945
SAOUHSC_01761a	147	147	147
SAOUHSC_01843	3106	3106	3106
recU	31580	31580	31580
SAOUHSC_02769	261	261	261
SAOUHSC_00711	41500	41500	41500
SAOUHSC_00579	27570	27570	27570
SAOUHSC_00282	3021	3021	3021
SAOUHSC_02277	7207	7207	7207
SAOUHSC_01467	239169	239169	239169
nusA	21440	21440	21440
SAOUHSC_00688	28270	28270	28270
SAOUHSC_02358	15263	15263	15263
SAOUHSC_00902	7854	7854	7854
SAOUHSC_00099	5930	5930	5930
SAOUHSC_02360	13922	13922	13922
SAOUHSC_00903	10527	10527	10527
SAOUHSC_02108	7296	7296	7296
SAOUHSC_T00060	121	0	121
SAOUHSC_00897	9781	9781	9781
SAOUHSC_01272	16473	16473	16473
SAOUHSC_00341	191	191	191
SAOUHSC_01682	19474	19474	19474
SAOUHSC_00291	1265	1265	1265
SAOUHSC_01716	23129	23129	23129
gmk	28735	28735	28735
SAOUHSC_01809	15007	15007	15007
SAOUHSC_T00030	1376	1340	1376
SAOUHSC_00340	226	226	226
SAOUHSC_00912	46971	46971	46971
SAOUHSC_T00036	1983	1866	1983
SAOUHSC_01169	6101	6101	6101
SAOUHSC_02251	51	51	51
SAOUHSC_01307	571	571	571
SAOUHSC_01810	21691	21691	21691
SAOUHSC_01359	34430	34430	34430
SAOUHSC_00957	6636	6636	6636
SAOUHSC_00689	21378	21378	21378
SAOUHSC_00396	21	21	21
def	24311	24311	24311
SAOUHSC_01513	2463	2463	2463
SAOUHSC_02264	109868	109868	109868
SAOUHSC_00646	5388	5388	5388
SAOUHSC_T00037	562	393	562
SAOUHSC_T0005	285	285	285
SAOUHSC_02325	2218	2208	2218
SAOUHSC_02855	4087	4087	4087
SAOUHSC_01244	4172	4172	4172
SAOUHSC_02243	259	259	259
SAOUHSC_02175	2504	2504	2504
SAOUHSC_T00010	714	0	714
SAOUHSC_01684	71358	71358	71358
SAOUHSC_02364	14473	14473	14473
SAOUHSC_02571	13311	13311	13311
SAOUHSC_02968	184	184	184
SAOUHSC_01121	27117	27117	27117
SAOUHSC_T00018	803	81	803
SAOUHSC_01512	2225	2225	2225
SAOUHSC_00236	8692	8692	8692
SAOUHSC_02330	3167	3167	3167
SAOUHSC_00128	9185	9185	9185
SAOUHSC_02316	50645	50645	50645
SAOUHSC_00336	117034	117034	117034
SAOUHSC_T00050	48	48	48
SAOUHSC_00293	1484	1484	1484
SAOUHSC_02892	1496	1496	1496
SAOUHSC_02265	93634	93634	93634
SAOUHSC_T0008	721	0	721
SAOUHSC_00121	2680	2680	2680
SAOUHSC_03006	96018	96018	96018
SAOUHSC_T00031	483	483	483
SAOUHSC_01275	59742	59742	59742
SAOUHSC_02893	1514	1514	1514
SAOUHSC_02394	3	3	3
SAOUHSC_T0009	725	0	725
SAOUHSC_02279	4558	4558	4558
SAOUHSC_01763	96	96	96
ribH	2345	2345	2345
dnaK	269559	269559	269559
SAOUHSC_00235	4059	4059	4059
SAOUHSC_02176	132	132	132
SAOUHSC_02365	35104	35104	35104
thiE	3011	3011	3011
SAOUHSC_02389	3386	3386	3386
SAOUHSC_00127	5813	5813	5813
SAOUHSC_02397	4979	4979	4979
SAOUHSC_02583	15274	15274	15274
SAOUHSC_02720	6	6	6
SAOUHSC_T00028	111	0	111
SAOUHSC_00126	3346	3346	3346
SAOUHSC_00120	6715	6715	6715
SAOUHSC_02672	437	437	437
SAOUHSC_01780	10	10	10
groEL	157349	157349	157349
SAOUHSC_03024	10400	10400	10400
SAOUHSC_00097	2811	2811	2811
SAOUHSC_00857	310	310	310
SAOUHSC_02721	1225	1225	1225
SAOUHSC_00125	6949	6949	6949
SAOUHSC_01285	120751	120751	120751
SAOUHSC_01511	2033	1858	2033
SAOUHSC_00119	7206	7206	7206
SAOUHSC_01298	4	4	4
SAOUHSC_00292	1634	1634	1634
SAOUHSC_02283	22	22	22
glpK	81999	81999	81999
SAOUHSC_00038	155	155	155
SAOUHSC_02012	8994	8994	8994
SAOUHSC_01200	6240	6240	6240
SAOUHSC_R00010	1172	0	1172
SAOUHSC_01135	5888	5888	5888
SAOUHSC_R00016	3	0	3
SAOUHSC_02399	637012	637012	637012
SAOUHSC_02411	114	114	114
SAOUHSC_02629	9307	9307	9307
SAOUHSC_01889	7063	7063	7063
SAOUHSC_00118	5785	5785	5785
SAOUHSC_02332	443	443	443
SAOUHSC_02100	7067	7067	7067
SAOUHSC_R0009	1225	0	1225
SAOUHSC_03033	7372	7372	7372
SAOUHSC_01838	100418	100418	100418
SAOUHSC_02099	18105	18105	18105
SAOUHSC_01199	79456	79456	79456
SAOUHSC_02840	8428	8428	8428
SAOUHSC_02388	1420	1420	1420
SAOUHSC_01972	54403	54403	54403
SAOUHSC_02975	52913	52913	52913
SAOUHSC_02976	34842	34842	34842
SAOUHSC_R0003	46957	1140	46957
SAOUHSC_00870	16595	16595	16595
SAOUHSC_00411	14	14	14
SAOUHSC_01976	13	13	13
SAOUHSC_02857	2	2	2
SAOUHSC_T00057	1	0	1
SAOUHSC_00116	5508	5508	5508
SAOUHSC_01196	27907	27907	27907
SAOUHSC_00921	92071	92071	92071
SAOUHSC_R0001	49020	1187	49020
SAOUHSC_01198	76422	76422	76422
SAOUHSC_01887	5491	5491	5491
SAOUHSC_00998	9251	9251	9251
SAOUHSC_00240	3297	3297	3297
SAOUHSC_02635	16196	16196	16196
SAOUHSC_00111	11	11	11
SAOUHSC_R0005	88	1	88
SAOUHSC_02841	17942	17942	17942
SAOUHSC_01278	23077	23077	23077
SAOUHSC_00871	3794	3794	3794
SAOUHSC_00114	3424	3424	3424
SAOUHSC_00115	4896	4896	4896
SAOUHSC_R0007	56570	1309	56570
SAOUHSC_02839	22997	22997	22997
SAOUHSC_00639	3614	3614	3614
SAOUHSC_00239	9470	9470	9470
SAOUHSC_02333	1894	1894	1894
SAOUHSC_02630	4535	4535	4535
SAOUHSC_00356	53682	53682	53682
SAOUHSC_01136	9718	9718	9718
SAOUHSC_01888	2920	2920	2920
SAOUHSC_00241	5736	5736	5736
SAOUHSC_R00013	6	0	6
SAOUHSC_00117	11399	11399	11399
SAOUHSC_02098	15611	15611	15611
SAOUHSC_01197	72113	72113	72113
SAOUHSC_01736	91	91	91
SAOUHSC_R0004	13602	310	13602
SAOUHSC_R0008	73888	1847	73888
SAOUHSC_T00019	6	0	6
SAOUHSC_T00049	146	146	146
SAOUHSC_T0007	66	17	66
SAOUHSC_00174	1426	1426	1426
SAOUHSC_01794	43810	43810	43810
SAOUHSC_03023	39345	39345	39345
SAOUHSC_02805	0	0	0
SAOUHSC_00920	35727	35727	35727
SAOUHSC_01839	27017	27017	27017
SAOUHSC_02576	7964	7964	7964
SAOUHSC_R00015	6	0	6
SAOUHSC_00872	58553	58553	58553
SAOUHSC_00154	9	9	9
SAOUHSC_01760	3894	3894	3894
SAOUHSC_A02811	1	1	1
SAOUHSC_R00014	2	0	2
SAOUHSC_00869	71265	71265	71265
SAOUHSC_02866	10360	10360	10360
SAOUHSC_01844	4	4	4
SAOUHSC_01761	3340	3340	3340
SAOUHSC_01005	27806	27806	27806
SAOUHSC_01068	6	6	6
SAOUHSC_02115	1	1	1
SAOUHSC_T00017	3	0	3
SAOUHSC_02745	20	20	20
SAOUHSC_R00012	5	0	5
SAOUHSC_02717	3	3	3
SAOUHSC_00561	5077	5077	5077
SAOUHSC_00737	0	0	0
SAOUHSC_00772	3	3	3
SAOUHSC_01339	2	2	2
SAOUHSC_01853	1	1	1
SAOUHSC_02838	7	7	7
SAOUHSC_02872	2109	2109	2109
SAOUHSC_00243	1	1	1
SAOUHSC_01402	2	2	2
SAOUHSC_01963	2	2	2
SAOUHSC_02953	26329	26329	26329
SAOUHSC_02954	9224	9224	9224
SAOUHSC_03041	3116	3116	3116
SAOUHSC_3042a	7872	6073	7872
SAOUHSC_00355	8116	8116	8116
SAOUHSC_03040	186092	165061	186092
SAOUHSC_03042	12305	10292	12305
SAOUHSC_03037	452882	452882	452882
SAOUHSC_03036	320751	320751	320751
SAOUHSC_03037a	11793	9053	11793
SAOUHSC_00108	0	0	0
SAOUHSC_00387	1	1	1
SAOUHSC_00583	1	1	1
SAOUHSC_00677	1	1	1
SAOUHSC_00778	0	0	0
SAOUHSC_00809	0	0	0
SAOUHSC_00867	2	2	2
SAOUHSC_00967	0	0	0
SAOUHSC_01003	0	0	0
SAOUHSC_01109	0	0	0
SAOUHSC_01883	0	0	0
SAOUHSC_01934	0	0	0
SAOUHSC_02069	1	1	1
SAOUHSC_02105	0	0	0
SAOUHSC_02459	0	0	0
SAOUHSC_02634	2	2	2
SAOUHSC_02804	0	0	0
SAOUHSC_02890	1	1	1
SAOUHSC_02939	1	1	1
SAOUHSC_02948	0	0	0
SAOUHSC_02950	0	0	0
SAOUHSC_A01436	0	0	0
SAOUHSC_A02169	1	1	1
